,tau
23097,6
23098,2
23099,17
23100,17
23101,15
23102,6
23103,1
23104,27
23105,12
23106,19
23107,14
23108,42
23109,9
23110,13
23111,4
23112,37
23113,18
23114,32
23115,22
23116,14
23117,24
23118,0
23119,0
23120,14
23121,38
23122,0
23123,9
23124,0
23125,6
23126,19
23127,7
23128,18
23129,26
23130,3
23131,7
23132,19
23133,13
23134,12
23135,13
23136,8
23137,14
23138,17
23139,30
23140,23
23141,16
23142,15
23143,21
23144,6
23145,2
23146,15
23147,5
23148,26
23149,7
23150,4
23151,13
23152,0
23153,0
23154,2
23155,3
23156,16
23157,6
23158,3
23159,5
23160,9
23161,12
23162,2
23163,14
23164,17
23165,7
23166,1
23167,1
23168,0
23169,4
23170,0
23171,16
23172,6
23173,15
23174,9
23175,1
23176,2
23177,5
23178,16
23179,3
23180,18
23181,5
23182,6
23183,18
23184,4
23185,3
23186,6
23187,9
23188,12
23189,3
23190,7
23191,7
23192,0
23193,3
23194,7
23195,12
23196,5
23197,7
23198,3
23199,53
23200,14
23201,19
23202,38
23203,4
23204,4
23205,10
23206,13
23207,28
23208,20
23209,43
23210,5
23211,15
23212,15
23213,23
23214,8
23215,39
23216,25
23217,17
23218,2
23219,19
23220,7
23221,10
23222,33
23223,7
23224,15
23225,20
23226,19
23227,27
23228,4
23229,8
23230,20
23231,14
23232,13
23233,14
23234,9
23235,24
23236,18
23237,31
23238,17
23239,16
23240,22
23241,27
23242,7
23243,16
23244,15
23245,3
23246,5
23247,7
23248,16
23249,6
23250,13
23251,1
23252,10
23253,6
23254,4
23255,4
23256,2
23257,17
23258,0
23259,7
23260,18
23261,2
23262,0
23263,0
23264,0
23265,8
23266,13
23267,0
23268,5
23269,4
23270,6
23271,0
23272,0
23273,0
23274,1
23275,6
23276,1
23277,0
23278,7
23279,6
23280,54
23281,19
23282,8
23283,14
23284,10
23285,1
23286,4
23287,8
23288,8
23289,1
23290,4
23291,3
23292,0
23293,8
23294,13
23295,2
23296,3
23297,6
23298,7
23299,5
23300,14
23301,11
23302,24
23303,5
23304,6
23305,29
23306,11
23307,39
23308,44
23309,16
23310,55
23311,20
23312,5
23313,34
23314,0
23315,18
23316,9
23317,3
23318,7
23319,40
23320,7
23321,15
23322,4
23323,18
23324,16
23325,26
23326,28
23327,5
23328,21
23329,9
23330,15
23331,10
23332,15
23333,14
23334,25
23335,8
23336,32
23337,17
23338,16
23339,28
23340,8
23341,6
23342,23
23343,17
23344,8
23345,21
23346,21
23347,19
23348,20
23349,14
23350,9
23351,8
23352,5
23353,5
23354,0
23355,2
23356,19
23357,0
23358,2
23359,0
23360,7
23361,1
23362,14
23363,1
23364,1
23365,0
23366,18
23367,9
23368,0
23369,5
23370,0
23371,9
23372,2
23373,11
23374,3
23375,6
23376,14
23377,2
23378,8
23379,17
23380,2
23381,7
23382,16
23383,9
23384,9
23385,6
23386,8
23387,4
23388,0
23389,5
23390,11
23391,0
23392,8
23393,20
23394,3
23395,7
23396,5
23397,15
23398,9
23399,4
23400,19
23401,9
23402,12
23403,18
23404,8
23405,6
23406,22
23407,45
23408,30
23409,9
23410,17
23411,35
23412,16
23413,21
23414,10
23415,3
23416,12
23417,15
23418,56
23419,8
23420,7
23421,40
23422,17
23423,41
23424,4
23425,21
23426,6
23427,29
23428,22
23429,10
23430,16
23431,16
23432,15
23433,26
23434,11
23435,6
23436,19
23437,20
23438,29
23439,18
23440,0
23441,17
23442,9
23443,7
23444,9
23445,22
23446,24
23447,33
23448,25
23449,5
23450,10
23451,2
23452,0
23453,15
23454,2
23455,6
23456,16
23457,1
23458,6
23459,21
23460,6
23461,4
23462,3
23463,10
23464,1
23465,1
23466,0
23467,20
23468,0
23469,15
23470,28
23471,12
23472,1
23473,0
23474,1
23475,15
23476,3
23477,0
23478,18
23479,3
23480,10
23481,10
23482,8
23483,10
23484,7
23485,5
23486,3
23487,9
23488,1
23489,4
23490,17
23491,9
23492,9
23493,1
23494,8
23495,6
23496,6
23497,5
23498,12
23499,0
23500,18
23501,9
23502,7
23503,23
23504,13
23505,19
23506,46
23507,4
23508,20
23509,1
23510,11
23511,41
23512,36
23513,10
23514,18
23515,17
23516,42
23517,16
23518,22
23519,25
23520,31
23521,8
23522,20
23523,23
23524,22
23525,7
23526,30
23527,0
23528,23
23529,11
23530,17
23531,27
23532,17
23533,16
23534,7
23535,19
23536,13
23537,30
23538,21
23539,10
23540,34
23541,18
23542,8
23543,5
23544,10
23545,6
23546,12
23547,16
23548,10
23549,0
23550,2
23551,3
23552,1
23553,4
23554,0
23555,4
23556,7
23557,16
23558,29
23559,19
23560,2
23561,0
23562,4
23563,2
23564,1
23565,7
23566,3
23567,1
23568,2
23569,11
23570,1
23571,0
23572,1
23573,5
23574,57
23575,2
23576,10
23577,11
23578,4
23579,2
23580,8
23581,9
23582,1
23583,6
23584,19
23585,0
23586,9
23587,11
23588,6
23589,11
23590,7
23591,11
23592,7
23593,9
23594,21
23595,18
23596,13
23597,10
23598,10
23599,5
23600,0
23601,32
23602,47
23603,26
23604,20
23605,21
23606,8
23607,19
23608,5
23609,11
23610,42
23611,12
23612,37
23613,10
23614,19
23615,12
23616,9
23617,10
23618,58
23619,12
23620,2
23621,14
23622,24
23623,11
23624,6
23625,23
23626,8
23627,1
23628,31
23629,24
23630,20
23631,12
23632,28
23633,18
23634,18
23635,7
23636,17
23637,31
23638,13
23639,22
23640,35
23641,9
23642,11
23643,19
23644,8
23645,24
23646,9
23647,21
23648,23
23649,5
23650,14
23651,14
23652,12
23653,2
23654,6
23655,11
23656,1
23657,3
23658,3
23659,4
23660,0
23661,31
23662,10
23663,19
23664,17
23665,30
23666,0
23667,5
23668,2
23669,22
23670,19
23671,8
23672,2
23673,5
23674,4
23675,18
23676,11
23677,5
23678,17
23679,8
23680,17
23681,7
23682,1
23683,11
23684,10
23685,7
23686,8
23687,2
23688,3
23689,3
23690,6
23691,10
23692,2
23693,0
23694,11
23695,12
23696,0
23697,2
23698,3
23699,8
23700,12
23701,27
23702,20
23703,6
23704,8
23705,9
23706,22
23707,48
23708,18
23709,21
23710,24
23711,13
23712,38
23713,13
23714,11
23715,10
23716,15
23717,59
23718,20
23719,43
23720,3
23721,33
23722,2
23723,10
23724,25
23725,13
23726,9
23727,32
23728,2
23729,25
23730,13
23731,21
23732,22
23733,29
23734,12
23735,7
23736,18
23737,19
23738,10
23739,32
23740,14
23741,12
23742,23
23743,36
23744,20
23745,9
23746,25
23747,19
23748,24
23749,11
23750,18
23751,3
23752,12
23753,2
23754,7
23755,4
23756,3
23757,0
23758,4
23759,0
23760,0
23761,0
23762,15
23763,6
23764,5
23765,22
23766,18
23767,11
23768,3
23769,1
23770,0
23771,13
23772,15
23773,31
23774,1
23775,6
23776,6
23777,7
23778,1
23779,19
23780,32
23781,8
23782,8
23783,9
23784,4
23785,7
23786,3
23787,3
23788,6
23789,4
23790,9
23791,12
23792,11
23793,3
23794,0
23795,5
23796,13
23797,12
23798,9
23799,11
23800,0
23801,7
23802,10
23803,3
23804,9
23805,4
23806,8
23807,0
23808,23
23809,13
23810,14
23811,22
23812,28
23813,21
23814,14
23815,34
23816,11
23817,19
23818,12
23819,0
23820,26
23821,49
23822,0
23823,39
23824,0
23825,25
23826,3
23827,10
23828,33
23829,26
23830,14
23831,22
23832,11
23833,13
23834,23
23835,26
23836,30
23837,11
23838,33
23839,20
23840,15
23841,13
23842,20
23843,10
23844,24
23845,37
23846,21
23847,19
23848,8
23849,13
23850,0
23851,1
23852,9
23853,3
23854,7
23855,12
23856,2
23857,12
23858,4
23859,0
23860,14
23861,10
23862,8
23863,0
23864,0
23865,0
23866,5
23867,0
23868,13
23869,1
23870,6
23871,2
23872,32
23873,0
23874,5
23875,21
23876,12
23877,12
23878,0
23879,1
23880,5
23881,0
23882,0
23883,33
23884,14
23885,9
23886,10
23887,4
23888,4
23889,4
23890,16
23891,7
23892,6
23893,16
23894,1
23895,19
23896,10
23897,7
23898,4
23899,0
23900,1
23901,14
23902,5
23903,1
23904,9
23905,11
23906,25
23907,24
23908,10
23909,50
23910,34
23911,15
23912,12
23913,1
23914,2
23915,2
23916,22
23917,15
23918,35
23919,29
23920,4
23921,23
23922,8
23923,34
23924,1
23925,9
23926,26
23927,4
23928,34
23929,11
23930,14
23931,27
23932,23
23933,12
23934,24
23935,27
23936,12
23937,31
23938,20
23939,21
23940,16
23941,14
23942,21
23943,11
23944,38
23945,22
23946,27
23947,15
23948,2
23949,40
23950,13
23951,6
23952,17
23953,20
23954,2
23955,3
23956,6
23957,6
23958,10
23959,0
23960,13
23961,13
23962,3
23963,33
23964,0
23965,24
23966,14
23967,5
23968,15
23969,0
23970,9
23971,13
23972,1
23973,6
23974,11
23975,3
23976,17
23977,0
23978,6
23979,5
23980,10
23981,11
23982,5
23983,5
23984,11
23985,7
23986,1
23987,13
23988,8
23989,7
23990,5
23991,14
23992,8
23993,15
23994,9
23995,15
23996,5
23997,8
23998,1
23999,4
24000,0
24001,12
24002,3
24003,28
24004,3
24005,6
24006,3
24007,26
24008,25
24009,15
24010,62
24011,2
24012,51
24013,0
24014,2
24015,11
24016,16
24017,24
24018,22
24019,6
24020,2
24021,0
24022,28
24023,35
24024,5
24025,16
24026,27
24027,5
24028,35
24029,12
24030,24
24031,15
24032,28
24033,13
24034,13
24035,39
24036,25
24037,16
24038,21
24039,22
24040,9
24041,17
24042,12
24043,15
24044,22
24045,2
24046,23
24047,32
24048,7
24049,23
24050,7
24051,12
24052,0
24053,18
24054,0
24055,1
24056,0
24057,16
24058,2
24059,18
24060,9
24061,0
24062,7
24063,7
24064,0
24065,16
24066,6
24067,25
24068,2
24069,0
24070,0
24071,4
24072,0
24073,21
24074,7
24075,34
24076,4
24077,14
24078,13
24079,35
24080,10
24081,5
24082,10
24083,12
24084,14
24085,11
24086,0
24087,6
24088,6
24089,14
24090,8
24091,8
24092,3
24093,15
24094,10
24095,12
24096,16
24097,6
24098,9
24099,6
24100,6
24101,26
24102,3
24103,29
24104,3
24105,29
24106,4
24107,13
24108,15
24109,16
24110,7
24111,0
24112,27
24113,17
24114,3
24115,8
24116,25
24117,7
24118,17
24119,36
24120,4
24121,7
24122,40
24123,17
24124,23
24125,7
24126,28
24127,6
24128,16
24129,36
24130,25
24131,13
24132,14
24133,14
24134,29
24135,24
24136,26
24137,36
24138,4
24139,13
24140,10
24141,23
24142,3
24143,22
24144,18
24145,6
24146,16
24147,33
24148,24
24149,12
24150,11
24151,13
24152,17
24153,8
24154,19
24155,19
24156,8
24157,1
24158,0
24159,7
24160,0
24161,1
24162,0
24163,0
24164,17
24165,26
24166,0
24167,0
24168,22
24169,23
24170,0
24171,0
24172,0
24173,0
24174,3
24175,5
24176,1
24177,14
24178,13
24179,7
24180,13
24181,12
24182,16
24183,14
24184,9
24185,15
24186,9
24187,8
24188,11
24189,2
24190,10
24191,5
24192,35
24193,11
24194,0
24195,8
24196,17
24197,7
24198,15
24199,4
24200,14
24201,30
24202,16
24203,41
24204,7
24205,30
24206,4
24207,8
24208,25
24209,17
24210,4
24211,9
24212,18
24213,8
24214,26
24215,12
24216,37
24217,28
24218,8
24219,8
24220,17
24221,27
24222,24
24223,37
24224,5
24225,13
24226,29
24227,7
24228,17
24229,26
24230,15
24231,15
24232,37
24233,5
24234,30
24235,4
24236,14
24237,4
24238,34
24239,11
24240,18
24241,14
24242,19
24243,24
24244,23
24245,7
24246,5
24247,27
24248,3
24249,27
24250,10
24251,18
24252,14
24253,1
24254,0
24255,0
24256,1
24257,0
24258,2
24259,1
24260,1
24261,1
24262,1
24263,9
24264,8
24265,1
24266,9
24267,0
24268,0
24269,2
24270,1
24271,1
24272,0
24273,1
24274,0
24275,14
24276,12
24277,1
24278,8
24279,14
24280,5
24281,10
24282,17
24283,9
24284,16
24285,11
24286,12
24287,2
24288,6
24289,9
24290,36
24291,15
24292,13
24293,15
24294,8
24295,18
24296,0
24297,4
24298,16
24299,18
24300,26
24301,38
24302,18
24303,31
24304,42
24305,1
24306,25
24307,9
24308,17
24309,15
24310,9
24311,10
24312,31
24313,18
24314,19
24315,0
24316,13
24317,9
24318,27
24319,28
24320,8
24321,15
24322,5
24323,12
24324,24
24325,5
24326,30
24327,8
24328,6
24329,18
24330,27
24331,16
24332,16
24333,38
24334,31
24335,6
24336,28
24337,5
24338,35
24339,15
24340,38
24341,19
24342,20
24343,25
24344,8
24345,6
24346,5
24347,15
24348,4
24349,11
24350,14
24351,14
24352,9
24353,2
24354,2
24355,2
24356,13
24357,19
24358,2
24359,1
24360,2
24361,2
24362,0
24363,10
24364,15
24365,0
24366,1
24367,2
24368,0
24369,3
24370,0
24371,0
24372,28
24373,1
24374,37
24375,15
24376,18
24377,2
24378,1
24379,13
24380,7
24381,6
24382,3
24383,15
24384,10
24385,19
24386,10
24387,9
24388,11
24389,9
24390,19
24391,17
24392,2
24393,12
24394,2
24395,9
24396,17
24397,5
24398,16
24399,16
24400,0
24401,10
24402,18
24403,25
24404,26
24405,16
24406,6
24407,2
24408,43
24409,11
24410,16
24411,10
24412,14
24413,19
24414,5
24415,39
24416,19
24417,10
24418,15
24419,20
24420,32
24421,27
24422,21
24423,29
24424,9
24425,32
24426,31
24427,9
24428,7
24429,28
24430,17
24431,19
24432,17
24433,39
24434,32
24435,7
24436,7
24437,6
24438,16
24439,36
24440,16
24441,39
24442,6
24443,20
24444,0
24445,26
24446,9
24447,13
24448,2
24449,1
24450,8
24451,17
24452,0
24453,0
24454,3
24455,0
24456,10
24457,3
24458,3
24459,3
24460,19
24461,0
24462,1
24463,2
24464,3
24465,2
24466,2
24467,11
24468,1
24469,16
24470,9
24471,11
24472,12
24473,0
24474,3
24475,38
24476,3
24477,2
24478,0
24479,17
24480,6
24481,7
24482,12
24483,3
24484,16
24485,4
24486,14
24487,20
24488,1
24489,11
24490,10
24491,3
24492,18
24493,13
24494,11
24495,10
24496,3
24497,10
24498,18
24499,6
24500,19
24501,3
24502,33
24503,26
24504,0
24505,6
24506,7
24507,1
24508,44
24509,11
24510,1
24511,12
24512,0
24513,11
24514,0
24515,15
24516,28
24517,17
24518,13
24519,14
24520,27
24521,27
24522,40
24523,11
24524,8
24525,1
24526,32
24527,8
24528,10
24529,18
24530,29
24531,20
24532,18
24533,17
24534,14
24535,17
24536,33
24537,8
24538,21
24539,17
24540,22
24541,40
24542,7
24543,30
24544,10
24545,37
24546,10
24547,7
24548,0
24549,4
24550,9
24551,11
24552,0
24553,0
24554,0
24555,0
24556,3
24557,0
24558,19
24559,3
24560,14
24561,0
24562,18
24563,0
24564,0
24565,0
24566,4
24567,0
24568,0
24569,4
24570,0
24571,2
24572,12
24573,4
24574,0
24575,18
24576,12
24577,2
24578,17
24579,0
24580,1
24581,4
24582,8
24583,7
24584,13
24585,0
24586,1
24587,5
24588,11
24589,3
24590,4
24591,16
24592,4
24593,4
24594,7
24595,15
24596,40
24597,11
24598,0
24599,19
24600,27
24601,7
24602,4
24603,1
24604,34
24605,18
24606,41
24607,2
24608,2
24609,20
24610,28
24611,45
24612,12
24613,13
24614,16
24615,4
24616,18
24617,2
24618,1
24619,5
24620,8
24621,1
24622,28
24623,8
24624,11
24625,2
24626,9
24627,33
24628,0
24629,18
24630,11
24631,19
24632,30
24633,21
24634,19
24635,38
24636,9
24637,1
24638,15
24639,18
24640,34
24641,41
24642,11
24643,23
24644,31
24645,22
24646,9
24647,8
24648,19
24649,12
24650,10
24651,1
24652,12
24653,0
24654,3
24655,12
24656,5
24657,1
24658,0
24659,19
24660,15
24661,5
24662,2
24663,1
24664,3
24665,1
24666,1
24667,3
24668,1
24669,0
24670,13
24671,40
24672,12
24673,11
24674,0
24675,0
24676,17
24677,5
24678,3
24679,15
24680,9
24681,1
24682,14
24683,14
24684,18
24685,5
24686,5
24687,5
24688,2
24689,6
24690,8
24691,16
24692,5
24693,8
24694,4
24695,1
24696,41
24697,13
24698,4
24699,12
24700,3
24701,39
24702,13
24703,29
24704,5
24705,2
24706,35
24707,19
24708,42
24709,13
24710,2
24711,21
24712,19
24713,28
24714,5
24715,46
24716,0
24717,17
24718,29
24719,6
24720,8
24721,14
24722,9
24723,9
24724,23
24725,6
24726,3
24727,10
24728,19
24729,34
24730,0
24731,12
24732,22
24733,20
24734,31
24735,3
24736,20
24737,16
24738,12
24739,9
24740,10
24741,35
24742,42
24743,10
24744,24
24745,1
24746,32
24747,19
24748,20
24749,12
24750,10
24751,6
24752,2
24753,0
24754,0
24755,1
24756,42
24757,18
24758,0
24759,4
24760,1
24761,6
24762,12
24763,13
24764,2
24765,16
24766,6
24767,13
24768,4
24769,4
24770,11
24771,0
24772,0
24773,3
24774,14
24775,11
24776,9
24777,13
24778,3
24779,6
24780,2
24781,6
24782,2
24783,3
24784,13
24785,15
24786,0
24787,19
24788,4
24789,5
24790,9
24791,6
24792,0
24793,2
24794,15
24795,5
24796,17
24797,1
24798,7
24799,2
24800,4
24801,2
24802,14
24803,10
24804,36
24805,20
24806,30
24807,40
24808,14
24809,47
24810,30
24811,20
24812,15
24813,22
24814,29
24815,13
24816,7
24817,18
24818,12
24819,11
24820,9
24821,43
24822,6
24823,21
24824,33
24825,7
24826,0
24827,4
24828,20
24829,35
24830,23
24831,32
24832,11
24833,21
24834,13
24835,24
24836,20
24837,17
24838,10
24839,1
24840,10
24841,36
24842,11
24843,43
24844,25
24845,4
24846,3
24847,13
24848,11
24849,3
24850,7
24851,1
24852,15
24853,1
24854,13
24855,5
24856,4
24857,0
24858,3
24859,10
24860,28
24861,8
24862,5
24863,0
24864,19
24865,5
24866,14
24867,3
24868,1
24869,2
24870,7
24871,12
24872,21
24873,14
24874,16
24875,1
24876,2
24877,7
24878,6
24879,4
24880,5
24881,16
24882,3
24883,4
24884,14
24885,2
24886,10
24887,1
24888,7
24889,3
24890,6
24891,6
24892,18
24893,1
24894,14
24895,7
24896,7
24897,0
24898,0
24899,3
24900,41
24901,25
24902,7
24903,31
24904,15
24905,15
24906,26
24907,37
24908,48
24909,5
24910,21
24911,23
24912,3
24913,8
24914,19
24915,44
24916,7
24917,13
24918,22
24919,30
24920,34
24921,16
24922,10
24923,12
24924,5
24925,1
24926,5
24927,21
24928,36
24929,24
24930,14
24931,33
24932,12
24933,11
24934,22
24935,11
24936,18
24937,8
24938,2
24939,11
24940,22
24941,21
24942,14
24943,37
24944,4
24945,12
24946,44
24947,21
24948,11
24949,14
24950,8
24951,2
24952,4
24953,19
24954,6
24955,4
24956,2
24957,6
24958,17
24959,6
24960,9
24961,7
24962,15
24963,5
24964,1
24965,15
24966,0
24967,0
24968,11
24969,0
24970,0
24971,8
24972,8
24973,16
24974,15
24975,74
24976,2
24977,2
24978,14
24979,17
24980,6
24981,12
24982,3
24983,29
24984,7
24985,4
24986,5
24987,5
24988,2
24989,4
24990,0
24991,15
24992,1
24993,4
24994,2
24995,0
24996,3
24997,8
24998,8
24999,8
25000,30
25001,16
25002,32
25003,11
25004,27
25005,8
25006,16
25007,42
25008,35
25009,38
25010,17
25011,1
25012,9
25013,23
25014,9
25015,24
25016,14
25017,3
25018,4
25019,9
25020,12
25021,20
25022,8
25023,3
25024,45
25025,13
25026,2
25027,13
25028,22
25029,6
25030,15
25031,22
25032,12
25033,37
25034,25
25035,6
25036,34
25037,4
25038,19
25039,23
25040,12
25041,23
25042,22
25043,5
25044,38
25045,15
25046,26
25047,13
25048,45
25049,49
25050,18
25051,5
25052,5
25053,7
25054,7
25055,3
25056,0
25057,7
25058,0
25059,2
25060,16
25061,15
25062,6
25063,1
25064,18
25065,16
25066,1
25067,75
25068,4
25069,1
25070,0
25071,1
25072,9
25073,3
25074,8
25075,17
25076,0
25077,16
25078,6
25079,12
25080,6
25081,5
25082,8
25083,3
25084,6
25085,13
25086,5
25087,9
25088,7
25089,16
25090,4
25091,15
25092,9
25093,0
25094,3
25095,3
25096,9
25097,3
25098,5
25099,0
25100,33
25101,27
25102,4
25103,17
25104,46
25105,12
25106,13
25107,28
25108,2
25109,17
25110,39
25111,36
25112,10
25113,5
25114,10
25115,50
25116,21
25117,10
25118,24
25119,15
25120,9
25121,43
25122,16
25123,3
25124,9
25125,25
25126,14
25127,23
25128,7
25129,16
25130,14
25131,4
25132,23
25133,13
25134,26
25135,7
25136,38
25137,35
25138,13
25139,14
25140,20
25141,6
25142,39
25143,24
25144,0
25145,23
25146,31
25147,24
25148,10
25149,6
25150,4
25151,16
25152,10
25153,9
25154,8
25155,4
25156,8
25157,2
25158,4
25159,2
25160,76
25161,8
25162,7
25163,0
25164,2
25165,1
25166,1
25167,0
25168,2
25169,0
25170,3
25171,1
25172,18
25173,5
25174,17
25175,17
25176,6
25177,6
25178,5
25179,8
25180,0
25181,9
25182,6
25183,7
25184,4
25185,0
25186,5
25187,6
25188,19
25189,13
25190,10
25191,16
25192,14
25193,17
25194,10
25195,4
25196,4
25197,0
25198,7
25199,7
25200,28
25201,44
25202,11
25203,3
25204,17
25205,47
25206,29
25207,14
25208,6
25209,34
25210,5
25211,37
25212,25
25213,18
25214,40
25215,9
25216,11
25217,51
25218,16
25219,5
25220,11
25221,11
25222,18
25223,36
25224,24
25225,22
25226,15
25227,24
25228,17
25229,24
25230,15
25231,14
25232,5
25233,27
25234,8
25235,13
25236,8
25237,10
25238,39
25239,14
25240,15
25241,32
25242,7
25243,10
25244,21
25245,40
25246,25
25247,25
25248,4
25249,11
25250,6
25251,11
25252,3
25253,7
25254,0
25255,9
25256,0
25257,6
25258,10
25259,0
25260,8
25261,3
25262,8
25263,1
25264,2
25265,3
25266,17
25267,0
25268,0
25269,0
25270,0
25271,11
25272,18
25273,1
25274,9
25275,20
25276,7
25277,77
25278,19
25279,6
25280,5
25281,7
25282,8
25283,10
25284,1
25285,3
25286,7
25287,8
25288,5
25289,17
25290,9
25291,7
25292,5
25293,18
25294,5
25295,5
25296,4
25297,18
25298,15
25299,14
25300,12
25301,19
25302,48
25303,26
25304,6
25305,15
25306,4
25307,18
25308,7
25309,12
25310,10
25311,29
25312,45
25313,30
25314,26
25315,38
25316,41
25317,12
25318,17
25319,7
25320,14
25321,35
25322,9
25323,0
25324,22
25325,19
25326,5
25327,16
25328,25
25329,18
25330,25
25331,15
25332,11
25333,16
25334,6
25335,25
25336,33
25337,8
25338,6
25339,15
25340,26
25341,40
25342,9
25343,16
25344,37
25345,41
25346,11
25347,28
25348,12
25349,0
25350,7
25351,8
25352,19
25353,7
25354,18
25355,78
25356,10
25357,0
25358,1
25359,4
25360,12
25361,0
25362,0
25363,2
25364,3
25365,0
25366,9
25367,9
25368,16
25369,5
25370,11
25371,0
25372,2
25373,10
25374,19
25375,0
25376,8
25377,1
25378,2
25379,21
25380,6
25381,4
25382,8
25383,6
25384,9
25385,11
25386,0
25387,0
25388,12
25389,8
25390,8
25391,9
25392,6
25393,4
25394,0
25395,10
25396,6
25397,15
25398,6
25399,4
25400,10
25401,49
25402,26
25403,8
25404,27
25405,5
25406,23
25407,1
25408,16
25409,20
25410,7
25411,19
25412,36
25413,46
25414,27
25415,30
25416,31
25417,13
25418,18
25419,3
25420,13
25421,13
25422,15
25423,17
25424,42
25425,42
25426,6
25427,12
25428,17
25429,26
25430,26
25431,19
25432,7
25433,16
25434,17
25435,7
25436,7
25437,9
25438,0
25439,10
25440,16
25441,29
25442,27
25443,8
25444,41
25445,38
25446,12
25447,34
25448,39
25449,11
25450,7
25451,7
25452,10
25453,9
25454,11
25455,5
25456,2
25457,3
25458,1
25459,79
25460,16
25461,1
25462,19
25463,2
25464,2
25465,17
25466,12
25467,0
25468,6
25469,3
25470,13
25471,0
25472,11
25473,4
25474,2
25475,2
25476,0
25477,9
25478,13
25479,8
25480,5
25481,9
25482,10
25483,0
25484,12
25485,1
25486,2
25487,9
25488,13
25489,7
25490,7
25491,8
25492,10
25493,11
25494,5
25495,1
25496,9
25497,0
25498,5
25499,5
25500,27
25501,28
25502,24
25503,0
25504,9
25505,6
25506,17
25507,1
25508,10
25509,50
25510,8
25511,14
25512,21
25513,47
25514,28
25515,37
25516,14
25517,4
25518,32
25519,31
25520,43
25521,11
25522,16
25523,8
25524,1
25525,20
25526,7
25527,13
25528,18
25529,8
25530,27
25531,27
25532,20
25533,35
25534,10
25535,39
25536,18
25537,8
25538,11
25539,17
25540,30
25541,13
25542,42
25543,28
25544,9
25545,14
25546,18
25547,17
25548,40
25549,1
25550,19
25551,11
25552,0
25553,8
25554,2
25555,4
25556,10
25557,4
25558,2
25559,11
25560,20
25561,10
25562,3
25563,3
25564,5
25565,29
25566,0
25567,0
25568,3
25569,80
25570,2
25571,17
25572,0
25573,10
25574,6
25575,0
25576,3
25577,12
25578,9
25579,14
25580,12
25581,2
25582,11
25583,8
25584,6
25585,14
25586,3
25587,2
25588,8
25589,1
25590,0
25591,13
25592,1
25593,6
25594,8
25595,9
25596,6
25597,12
25598,6
25599,10
25600,51
25601,29
25602,25
25603,18
25604,44
25605,17
25606,18
25607,28
25608,12
25609,48
25610,32
25611,15
25612,15
25613,5
25614,30
25615,29
25616,22
25617,13
25618,10
25619,9
25620,40
25621,11
25622,7
25623,9
25624,19
25625,33
25626,8
25627,14
25628,9
25629,28
25630,19
25631,9
25632,36
25633,28
25634,21
25635,29
25636,19
25637,18
25638,0
25639,2
25640,12
25641,10
25642,10
25643,15
25644,14
25645,31
25646,43
25647,11
25648,38
25649,3
25650,3
25651,3
25652,1
25653,1
25654,13
25655,11
25656,11
25657,4
25658,4
25659,21
25660,12
25661,7
25662,2
25663,11
25664,12
25665,6
25666,0
25667,4
25668,30
25669,0
25670,0
25671,81
25672,8
25673,3
25674,5
25675,20
25676,7
25677,4
25678,4
25679,3
25680,7
25681,15
25682,2
25683,2
25684,12
25685,11
25686,9
25687,7
25688,0
25689,10
25690,0
25691,9
25692,1
25693,13
25694,7
25695,0
25696,9
25697,14
25698,15
25699,9
25700,6
25701,30
25702,52
25703,20
25704,30
25705,1
25706,32
25707,49
25708,45
25709,26
25710,0
25711,12
25712,31
25713,29
25714,30
25715,4
25716,14
25717,13
25718,11
25719,10
25720,19
25721,16
25722,15
25723,29
25724,41
25725,5
25726,9
25727,15
25728,10
25729,29
25730,37
25731,20
25732,10
25733,22
25734,19
25735,11
25736,12
25737,20
25738,11
25739,19
25740,13
25741,3
25742,16
25743,44
25744,4
25745,8
25746,18
25747,10
25748,33
25749,8
25750,16
25751,14
25752,0
25753,12
25754,22
25755,13
25756,12
25757,16
25758,5
25759,0
25760,9
25761,14
25762,12
25763,0
25764,82
25765,0
25766,19
25767,13
25768,0
25769,0
25770,31
25771,0
25772,0
25773,1
25774,5
25775,0
25776,5
25777,8
25778,2
25779,10
25780,3
25781,1
25782,13
25783,16
25784,12
25785,10
25786,8
25787,10
25788,11
25789,1
25790,3
25791,4
25792,5
25793,8
25794,10
25795,1
25796,6
25797,15
25798,8
25799,2
25800,21
25801,16
25802,7
25803,32
25804,31
25805,6
25806,0
25807,20
25808,12
25809,15
25810,34
25811,17
25812,13
25813,5
25814,27
25815,31
25816,9
25817,31
25818,50
25819,3
25820,46
25821,53
25822,42
25823,21
25824,45
25825,12
25826,10
25827,16
25828,38
25829,11
25830,30
25831,11
25832,21
25833,11
25834,13
25835,33
25836,23
25837,20
25838,30
25839,17
25840,14
25841,4
25842,20
25843,9
25844,5
25845,258
25846,19
25847,12
25848,4
25849,0
25850,11
25851,15
25852,2
25853,6
25854,13
25855,2
25856,1
25857,6
25858,13
25859,0
25860,1
25861,16
25862,10
25863,25
25864,1
25865,4
25866,1
25867,83
25868,13
25869,1
25870,0
25871,0
25872,30
25873,15
25874,1
25875,14
25876,11
25877,4
25878,11
25879,2
25880,12
25881,17
25882,14
25883,13
25884,17
25885,14
25886,11
25887,9
25888,0
25889,5
25890,3
25891,2
25892,6
25893,11
25894,6
25895,9
