fecha,posicion,cancion,artista,es_colaboracion
2024-04-25,662,Houdini,Dua Lipa,0
2024-04-25,676,Slow It Down,Benson Boone,0
2024-04-25,690,Wildflowers And Wild Horses,Lainey Wilson,0
2024-04-25,704,Drink N Dance,Future&Metro Boomin,1
2024-04-25,718,Get In With Me,BossMan Dlow,0
2024-04-25,732,Hell N Back,Bakar FeaturingSummer Walker,1
2024-04-25,746,Jealous,Future&Metro Boomin,1
2024-04-25,760,Enough (Miami),Cardi B,0
2024-04-25,774,Scared To Start,Michael Marcagi,0
2024-04-25,788,La Diabla,Xavi,0
2024-04-25,802,Tell Ur Girlfriend,Lay Bankz,0
2024-04-25,816,Let's Go,Key Glock& Young Dolph,1
2024-04-25,830,Selfish,Justin Timberlake,0
2024-04-25,844,All My Life,"Future,Metro Boomin&Lil Baby",1
2024-04-25,858,Back Then Right Now,Tyler Hubbard,0
2024-04-25,872,Mmhmm,BigXthaPlug,0
2024-04-25,886,Bulletproof,Nate Smith,0
2024-04-25,900,Everybody,Nicki MinajFeaturingLil Uzi Vert,1
2024-04-25,914,Outskirts,Sam Hunt,0
2024-04-25,928,All To Myself,"Future,Metro Boomin&The Weeknd",1
2024-04-25,942,Tu Name,Fuerza Regida,0
2024-04-25,956,Cry,Benson Boone,0
2024-04-25,970,One Of The Girls,"The Weeknd,JENNIE& Lily-Rose Depp",1
2024-04-25,984,Show Of Hands,"Future,Metro Boomin&A$AP Rocky",1
2024-04-25,998,Young Metro,"Future,Metro Boomin&The Weeknd",1
2024-04-25,1012,Luv Bad Bitches,"Future,Metro Boomin&Brownstone",1
2024-04-25,1026,23,Chayce Beckham,0
2024-04-25,1040,Wind Up Missin' You,Tucker Wetmore,0
2024-04-25,1054,Praise Jah In The Moonlight,YG Marley,0
2024-04-25,1068,This Sunday,Future&Metro Boomin,1
2024-04-25,1082,Training Season,Dua Lipa,0
2024-04-25,1096,Overseas,Ken Carson,0
2024-04-25,1110,FTCU,Nicki Minaj,0
2024-04-25,1124,Nights Like This,Future&Metro Boomin,1
2024-04-25,1138,Soak City,310babii,0
2024-04-25,1152,Tucson Too Late,Jordan Davis,0
2024-04-25,1166,Wine Into Whiskey,Tucker Wetmore,0
2024-04-25,1180,Halfway To Hell,Jelly Roll,0
2024-04-25,1194,We Don't Trust You,Future&Metro Boomin,1
2024-04-25,1208,Corazon de Piedra,Xavi,0
2024-04-25,1222,Jolene,Beyonce,0
2024-04-25,1236,Spin You Around (1/24),Morgan Wallen,0
2024-04-25,1250,Crocodile Tearz,J. Cole,0
2024-04-25,1264,Think I'm In Love With You,Chris Stapleton,0
2024-04-25,1278,Dirt Cheap,Cody Johnson,0
2024-04-25,1292,Bandit,Don Toliver,0
2024-04-25,1306,Feel It,d4vd,0
2024-04-25,1320,Streets Made Me A King,Future&Metro Boomin,1
2024-04-25,1334,Home,Good Neighbours,0
2024-04-25,1348,We Ride,Bryan Martin,0
2024-04-25,1362,Huntin' Wabbitz,J. Cole,0
2024-04-25,1376,Came To The Party,Future&Metro Boomin,1
2024-04-25,1390,Nobody Knows My Struggle,Future&Metro Boomin,1
2024-04-18,4,Like That,"Future,Metro Boomin&Kendrick Lamar",1
2024-04-18,18,Too Sweet,Hozier,0
2024-04-18,32,Beautiful Things,Benson Boone,0
2024-04-18,46,Lose Control,Teddy Swims,0
2024-04-18,60,Texas Hold 'Em,Beyonce,0
2024-04-18,74,7 Minute Drill,J. Cole,0
2024-04-18,88,Lovin On Me,Jack Harlow,0
2024-04-18,102,We Can't Be Friends (Wait For Your Love),Ariana Grande,0
2024-04-18,116,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",1
2024-04-18,130,Stick Season,Noah Kahan,0
2024-04-18,144,Wanna Be,GloRilla&Megan Thee Stallion,1
2024-04-18,158,I Remember Everything,Zach BryanFeaturingKacey Musgraves,1
2024-04-18,172,Cruel Summer,Taylor Swift,0
2024-04-18,186,Greedy,Tate McRae,0
2024-04-18,200,Saturn,SZA,0
2024-04-18,214,I Like The Way You Kiss Me,Artemas,0
2024-04-18,228,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,1
2024-04-18,242,Agora Hills,Doja Cat,0
2024-04-18,256,Crocodile Tearz,J. Cole,0
2024-04-18,270,Snooze,SZA,0
2024-04-18,284,Fast Car,Luke Combs,0
2024-04-18,298,Get It Sexyy,Sexyy Red,0
2024-04-18,312,End Of Beginning,Djo,0
2024-04-18,326,Water,Tyla,0
2024-04-18,340,Redrum,21 Savage,0
2024-04-18,354,Feather,Sabrina Carpenter,0
2024-04-18,368,Man Made A Bar,Morgan WallenFeaturingEric Church,1
2024-04-18,382,Huntin' Wabbitz,J. Cole,0
2024-04-18,396,Pricey,"J. ColeFeaturingAri Lennox,Young Dro&Gucci Mane",1
2024-04-18,410,II Most Wanted,Beyonce &Miley Cyrus,1
2024-04-18,424,Never Lose Me,Flo Milli,0
2024-04-18,438,Austin,Dasha,0
2024-04-18,452,Made For Me,Muni Long,0
2024-04-18,466,Whatever She Wants,Bryson Tiller,0
2024-04-18,480,H.Y.B.,J. ColeFeaturingBAS& Central Cee,1
2024-04-18,494,Act II: Date @ 8,4batz FeaturingDrake,1
2024-04-18,508,Cinderella,"Future,Metro Boomin&Travis Scott",1
2024-04-18,522,Ready '24,J. ColeFeaturing Cam'Ron,1
2024-04-18,536,Yeah Glo!,GloRilla,0
2024-04-18,550,Slow It Down,Benson Boone,0
2024-04-18,564,Where The Wild Things Are,Luke Combs,0
2024-04-18,578,Burn It Down,Parker McCollum,0
2024-04-18,592,Obsessed,Olivia Rodrigo,0
2024-04-18,606,Where It Ends,Bailey Zimmerman,0
2024-04-18,620,Houdini,Dua Lipa,0
2024-04-18,634,Paint The Town Red,Doja Cat,0
2024-04-18,648,FE!N,Travis ScottFeaturingPlayboi Carti,1
2024-04-18,662,Gata Only,FloyyMenor X Cris Mj,0
2024-04-18,676,Wild Ones,Jessie Murph&Jelly Roll,1
2024-04-18,690,Selfish,Justin Timberlake,0
2024-04-18,704,Jolene,Beyonce,0
2024-04-18,718,23,Chayce Beckham,0
2024-04-18,732,Stickz N Stonez,J. Cole,0
2024-04-18,746,Scared To Start,Michael Marcagi,0
2024-04-18,760,Wildflowers And Wild Horses,Lainey Wilson,0
2024-04-18,774,Young Metro,"Future,Metro Boomin&The Weeknd",1
2024-04-18,788,Get In With Me,BossMan Dlow,0
2024-04-18,802,Enough (Miami),Cardi B,0
2024-04-18,816,Fever,J. Cole,0
2024-04-18,830,Cry,Benson Boone,0
2024-04-18,844,We Don't Trust You,Future&Metro Boomin,1
2024-04-18,858,Pi,J. ColeFeaturing Daylyt & Ab-Soul,1
2024-04-18,872,Training Season,Dua Lipa,0
2024-04-18,886,La Diabla,Xavi,0
2024-04-18,900,Stealth Mode,J. ColeFeaturingBAS,1
2024-04-18,914,Trae The Truth In Ibiza,J. Cole,0
2024-04-18,928,Levii's Jeans,Beyonce &Post Malone,1
2024-04-18,942,Mmhmm,BigXthaPlug,0
2024-04-18,956,Everybody,Nicki MinajFeaturingLil Uzi Vert,1
2024-04-18,970,Bodyguard,Beyonce,0
2024-04-18,984,Soak City,310babii,0
2024-04-18,998,3001,J. Cole,0
2024-04-18,1012,Hell N Back,Bakar FeaturingSummer Walker,1
2024-04-18,1026,Outskirts,Sam Hunt,0
2024-04-18,1040,Praise Jah In The Moonlight,YG Marley,0
2024-04-18,1054,One Of The Girls,"The Weeknd,JENNIE& Lily-Rose Depp",1
2024-04-18,1068,"Good Luck, Babe!",Chappell Roan,0
2024-04-18,1082,Corazon de Piedra,Xavi,0
2024-04-18,1096,FTCU,Nicki Minaj,0
2024-04-18,1110,Tucson Too Late,Jordan Davis,0
2024-04-18,1124,Tu Name,Fuerza Regida,0
2024-04-18,1138,Wine Into Whiskey,Tucker Wetmore,0
2024-04-18,1152,Bandit,Don Toliver,0
2024-04-18,1166,Halfway To Hell,Jelly Roll,0
2024-04-18,1180,Home,Good Neighbours,0
2024-04-18,1194,Back Then Right Now,Tyler Hubbard,0
2024-04-18,1208,Spin You Around (1/24),Morgan Wallen,0
2024-04-18,1222,Tyrant,Beyonce &Dolly Parton,1
2024-04-18,1236,"Yes, And?",Ariana Grande,0
2024-04-18,1250,Blackbiird,"Beyonce, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts",1
2024-04-18,1264,Magnetic,ILLIT,0
2024-04-18,1278,Wind Up Missin' You,Tucker Wetmore,0
2024-04-18,1292,Ya Ya,Beyonce,0
2024-04-18,1306,Bulletproof,Nate Smith,0
2024-04-18,1320,The Boy Is Mine,Ariana Grande,0
2024-04-18,1334,One Call,Rich Amiri,0
2024-04-18,1348,We Ride,Bryan Martin,0
2024-04-18,1362,Mamaw's House,Thomas RhettFeaturingMorgan Wallen,1
2024-04-18,1376,Let's Go,Key Glock& Young Dolph,1
2024-04-18,1390,16 Carriages,Beyonce,0
2024-04-11,4,Like That,"Future,Metro Boomin&Kendrick Lamar",1
2024-04-11,18,Texas Hold 'Em,Beyonce,0
2024-04-11,32,Beautiful Things,Benson Boone,0
2024-04-11,46,Too Sweet,Hozier,0
2024-04-11,60,Lose Control,Teddy Swims,0
2024-04-11,74,II Most Wanted,Beyonce &Miley Cyrus,1
2024-04-11,88,Jolene,Beyonce,0
2024-04-11,102,Lovin On Me,Jack Harlow,0
2024-04-11,116,We Can't Be Friends (Wait For Your Love),Ariana Grande,0
2024-04-11,130,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",1
2024-04-11,144,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,1
2024-04-11,158,I Remember Everything,Zach BryanFeaturingKacey Musgraves,1
2024-04-11,172,Greedy,Tate McRae,0
2024-04-11,186,Cruel Summer,Taylor Swift,0
2024-04-11,200,Stick Season,Noah Kahan,0
2024-04-11,214,Levii's Jeans,Beyonce &Post Malone,1
2024-04-11,228,Snooze,SZA,0
2024-04-11,242,Fast Car,Luke Combs,0
2024-04-11,256,Saturn,SZA,0
2024-04-11,270,Get It Sexyy,Sexyy Red,0
2024-04-11,284,Agora Hills,Doja Cat,0
2024-04-11,298,Water,Tyla,0
2024-04-11,312,I Like The Way You Kiss Me,Artemas,0
2024-04-11,326,End Of Beginning,Djo,0
2024-04-11,340,Cinderella,"Future,Metro Boomin&Travis Scott",1
2024-04-11,354,Bodyguard,Beyonce,0
2024-04-11,368,Blackbiird,"Beyonce, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts",1
2024-04-11,382,Redrum,21 Savage,0
2024-04-11,396,Never Lose Me,Flo Milli,0
2024-04-11,410,Ameriican Requiem,Beyonce,0
2024-04-11,424,Spaghettii,"Beyonce, Linda Martell &Shaboozey",1
2024-04-11,438,Feather,Sabrina Carpenter,0
2024-04-11,452,Man Made A Bar,Morgan WallenFeaturingEric Church,1
2024-04-11,466,Whatever She Wants,Bryson Tiller,0
2024-04-11,480,Made For Me,Muni Long,0
2024-04-11,494,Act II: Date @ 8,4batz FeaturingDrake,1
2024-04-11,508,Daughter,Beyonce,0
2024-04-11,522,16 Carriages,Beyonce,0
2024-04-11,536,Ya Ya,Beyonce,0
2024-04-11,550,Young Metro,"Future,Metro Boomin&The Weeknd",1
2024-04-11,564,Obsessed,Olivia Rodrigo,0
2024-04-11,578,Protector,Beyonce & Rumi Carter,1
2024-04-11,592,We Don't Trust You,Future&Metro Boomin,1
2024-04-11,606,Tyrant,Beyonce &Dolly Parton,1
2024-04-11,620,Houdini,Dua Lipa,0
2024-04-11,634,Where The Wild Things Are,Luke Combs,0
2024-04-11,648,Burn It Down,Parker McCollum,0
2024-04-11,662,Selfish,Justin Timberlake,0
2024-04-11,676,23,Chayce Beckham,0
2024-04-11,690,Paint The Town Red,Doja Cat,0
2024-04-11,704,Riiverdance,Beyonce,0
2024-04-11,718,Alliigator Tears,Beyonce,0
2024-04-11,732,FE!N,Travis ScottFeaturingPlayboi Carti,1
2024-04-11,746,My Rose,Beyonce,0
2024-04-11,760,Slow It Down,Benson Boone,0
2024-04-11,774,Yeah Glo!,GloRilla,0
2024-04-11,788,Austin,Dasha,0
2024-04-11,802,Wild Ones,Jessie Murph&Jelly Roll,1
2024-04-11,816,Just For Fun,Beyonce &Willie Jones,1
2024-04-11,830,II Hands II Heaven,Beyonce,0
2024-04-11,844,Sweet * Honey * Buckiin',Beyonce &Shaboozey,1
2024-04-11,858,Enough (Miami),Cardi B,0
2024-04-11,872,Flamenco,Beyonce,0
2024-04-11,886,Wildflowers And Wild Horses,Lainey Wilson,0
2024-04-11,900,Desert Eagle,Beyonce,0
2024-04-11,914,Get In With Me,BossMan Dlow,0
2024-04-11,928,Exes,Tate McRae,0
2024-04-11,942,Scared To Start,Michael Marcagi,0
2024-04-11,956,La Diabla,Xavi,0
2024-04-11,970,Oh Louisiana,Beyonce,0
2024-04-11,984,Training Season,Dua Lipa,0
2024-04-11,998,Ice Attack,Future&Metro Boomin,1
2024-04-11,1012,Where It Ends,Bailey Zimmerman,0
2024-04-11,1026,Gata Only,FloyyMenor X Cris Mj,0
2024-04-11,1040,Everybody,Nicki MinajFeaturingLil Uzi Vert,1
2024-04-11,1054,Soak City,310babii,0
2024-04-11,1068,Mmhmm,BigXthaPlug,0
2024-04-11,1082,Slimed In,Future&Metro Boomin,1
2024-04-11,1096,Mamaw's House,Thomas RhettFeaturingMorgan Wallen,1
2024-04-11,1110,Praise Jah In The Moonlight,YG Marley,0
2024-04-11,1124,I Luv It,Camila Cabello&Playboi Carti,1
2024-04-11,1138,The Boy Is Mine,Ariana Grande,0
2024-04-11,1152,Corazon de Piedra,Xavi,0
2024-04-11,1166,Bandit,Don Toliver,0
2024-04-11,1180,One Of The Girls,"The Weeknd,JENNIE& Lily-Rose Depp",1
2024-04-11,1194,"Yes, And?",Ariana Grande,0
2024-04-11,1208,Amen,Beyonce,0
2024-04-11,1222,FTCU,Nicki Minaj,0
2024-04-11,1236,Wind Up Missin' You,Tucker Wetmore,0
2024-04-11,1250,Spin You Around (1/24),Morgan Wallen,0
2024-04-11,1264,Fried (She A Vibe),Future&Metro Boomin,1
2024-04-11,1278,Claustrophobic,Future&Metro Boomin,1
2024-04-11,1292,Magic Don Juan (Princess Diana),Future&Metro Boomin,1
2024-04-11,1306,Tu Name,Fuerza Regida,0
2024-04-11,1320,Outskirts,Sam Hunt,0
2024-04-11,1334,Everyday Hustle,"Future,Metro Boomin&Rick Ross",1
2024-04-11,1348,Back Then Right Now,Tyler Hubbard,0
2024-04-11,1362,La People II,"Peso Pluma, Tito Double P & Joel de La P",1
2024-04-11,1376,Home,Good Neighbours,0
2024-04-11,1390,Tucson Too Late,Jordan Davis,0
2024-04-04,4,Like That,"Future,Metro Boomin&Kendrick Lamar",1
2024-04-04,18,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",1
2024-04-04,32,Beautiful Things,Benson Boone,0
2024-04-04,46,Lose Control,Teddy Swims,0
2024-04-04,60,Too Sweet,Hozier,0
2024-04-04,74,Cinderella,"Future,Metro Boomin&Travis Scott",1
2024-04-04,88,Lovin On Me,Jack Harlow,0
2024-04-04,102,We Don't Trust You,Future&Metro Boomin,1
2024-04-04,116,Young Metro,"Future,Metro Boomin&The Weeknd",1
2024-04-04,130,We Can't Be Friends (Wait For Your Love),Ariana Grande,0
2024-04-04,144,Texas Hold 'Em,Beyonce,0
2024-04-04,158,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,1
2024-04-04,172,Ice Attack,Future&Metro Boomin,1
2024-04-04,186,Obsessed,Olivia Rodrigo,0
2024-04-04,200,I Remember Everything,Zach BryanFeaturingKacey Musgraves,1
2024-04-04,214,Cruel Summer,Taylor Swift,0
2024-04-04,228,Greedy,Tate McRae,0
2024-04-04,242,Stick Season,Noah Kahan,0
2024-04-04,256,Water,Tyla,0
2024-04-04,270,Slimed In,Future&Metro Boomin,1
2024-04-04,284,End Of Beginning,Djo,0
2024-04-04,298,Agora Hills,Doja Cat,0
2024-04-04,312,Snooze,SZA,0
2024-04-04,326,Claustrophobic,Future&Metro Boomin,1
2024-04-04,340,Fast Car,Luke Combs,0
2024-04-04,354,Saturn,SZA,0
2024-04-04,368,Magic Don Juan (Princess Diana),Future&Metro Boomin,1
2024-04-04,382,Get It Sexyy,Sexyy Red,0
2024-04-04,396,Never Lose Me,Flo Milli,0
2024-04-04,410,Redrum,21 Savage,0
2024-04-04,424,Act II: Date @ 8,4batz FeaturingDrake,1
2024-04-04,438,Whatever She Wants,Bryson Tiller,0
2024-04-04,452,Fried (She A Vibe),Future&Metro Boomin,1
2024-04-04,466,Made For Me,Muni Long,0
2024-04-04,480,Feather,Sabrina Carpenter,0
2024-04-04,494,Runnin Outta Time,Future&Metro Boomin,1
2024-04-04,508,Man Made A Bar,Morgan WallenFeaturingEric Church,1
2024-04-04,522,Everyday Hustle,"Future,Metro Boomin&Rick Ross",1
2024-04-04,536,Truck Bed,HARDY,0
2024-04-04,550,GTA,Future&Metro Boomin,1
2024-04-04,564,Ain't No Love,Future&Metro Boomin,1
2024-04-04,578,Houdini,Dua Lipa,0
2024-04-04,592,Paint The Town Red,Doja Cat,0
2024-04-04,606,Enough (Miami),Cardi B,0
2024-04-04,620,Slow It Down,Benson Boone,0
2024-04-04,634,Selfish,Justin Timberlake,0
2024-04-04,648,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,0
2024-04-04,662,23,Chayce Beckham,0
2024-04-04,676,Yeah Glo!,GloRilla,0
2024-04-04,690,Where The Wild Things Are,Luke Combs,0
2024-04-04,704,Burn It Down,Parker McCollum,0
2024-04-04,718,WTFYM,Future&Metro Boomin,1
2024-04-04,732,Austin,Dasha,0
2024-04-04,746,Seen It All,Future&Metro Boomin,1
2024-04-04,760,Wild Ones,Jessie Murph&Jelly Roll,1
2024-04-04,774,La Diabla,Xavi,0
2024-04-04,788,Exes,Tate McRae,0
2024-04-04,802,So American,Olivia Rodrigo,0
2024-04-04,816,Wildflowers And Wild Horses,Lainey Wilson,0
2024-04-04,830,The Boy Is Mine,Ariana Grande,0
2024-04-04,844,"Yes, And?",Ariana Grande,0
2024-04-04,858,Where My Twin @,Future&Metro Boomin,1
2024-04-04,872,Get In With Me,BossMan Dlow,0
2024-04-04,886,Soak City,310babii,0
2024-04-04,900,Scared To Start,Michael Marcagi,0
2024-04-04,914,Everybody,Nicki MinajFeaturingLil Uzi Vert,1
2024-04-04,928,Praise Jah In The Moonlight,YG Marley,0
2024-04-04,942,Mamaw's House,Thomas RhettFeaturingMorgan Wallen,1
2024-04-04,956,La People II,"Peso Pluma, Tito Double P & Joel de La P",1
2024-04-04,970,I Like The Way You Kiss Me,Artemas,0
2024-04-04,984,Training Season,Dua Lipa,0
2024-04-04,998,Punteria,Shakira&Cardi B,1
2024-04-04,1012,Corazon de Piedra,Xavi,0
2024-04-04,1026,One Of The Girls,"The Weeknd,JENNIE& Lily-Rose Depp",1
2024-04-04,1040,Stranger,Olivia Rodrigo,0
2024-04-04,1054,Mmhmm,BigXthaPlug,0
2024-04-04,1068,Bandit,Don Toliver,0
2024-04-04,1082,Surround Sound,JID Featuring21 Savage& Baby Tate,1
2024-04-04,1096,Where It Ends,Bailey Zimmerman,0
2024-04-04,1110,Supernatural,Ariana Grande,0
2024-04-04,1124,Tu Name,Fuerza Regida,0
2024-04-04,1138,FTCU,Nicki Minaj,0
2024-04-04,1152,Gata Only,FloyyMenor X Cris Mj,0
2024-04-04,1166,I Can Feel It,Kane Brown,0
2024-04-04,1180,Breathe,Yeat,0
2024-04-04,1194,Bye,Ariana Grande,0
2024-04-04,1208,Eternal Sunshine,Ariana Grande,0
2024-04-04,1222,Wildflower And Barley,Hozier&Allison Russell,1
2024-04-04,1236,Sensational,Chris BrownFeaturingDavido& Lojay,1
2024-04-04,1250,Scared Of My Guitar,Olivia Rodrigo,0
2024-04-04,1264,Spin You Around (1/24),Morgan Wallen,0
2024-04-04,1278,One Call,Rich Amiri,0
2024-04-04,1292,Best For Me,Joyner Lucas&Jelly Roll,1
2024-04-04,1306,You Broke My Heart,Drake,0
2024-04-04,1320,Home,Good Neighbours,0
2024-04-04,1334,La Victima,Xavi,0
2024-04-04,1348,Tucson Too Late,Jordan Davis,0
2024-04-04,1362,Empire Now,Hozier,0
2024-04-04,1376,Girl I've Always Been,Olivia Rodrigo,0
2024-04-04,1390,Outskirts,Sam Hunt,0
2024-03-28,4,Lose Control,Teddy Swims,0
2024-03-28,18,Beautiful Things,Benson Boone,0
2024-03-28,32,We Can't Be Friends (Wait For Your Love),Ariana Grande,0
2024-03-28,46,Lovin On Me,Jack Harlow,0
2024-03-28,60,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,1
2024-03-28,74,Texas Hold 'Em,Beyonce,0
2024-03-28,88,I Remember Everything,Zach BryanFeaturingKacey Musgraves,1
2024-03-28,102,Greedy,Tate McRae,0
2024-03-28,116,Enough (Miami),Cardi B,0
2024-03-28,130,Cruel Summer,Taylor Swift,0
2024-03-28,144,End Of Beginning,Djo,0
2024-03-28,158,Stick Season,Noah Kahan,0
2024-03-28,172,Agora Hills,Doja Cat,0
2024-03-28,186,Snooze,SZA,0
2024-03-28,200,Never Lose Me,Flo Milli,0
2024-03-28,214,Last Night,Morgan Wallen,0
2024-03-28,228,Saturn,SZA,0
2024-03-28,242,Fast Car,Luke Combs,0
2024-03-28,256,Act II: Date @ 8,4batz FeaturingDrake,1
2024-03-28,270,Water,Tyla,0
2024-03-28,284,Thinkin' Bout Me,Morgan Wallen,0
2024-03-28,298,Redrum,21 Savage,0
2024-03-28,312,Get It Sexyy,Sexyy Red,0
2024-03-28,326,Whatever She Wants,Bryson Tiller,0
2024-03-28,340,Made For Me,Muni Long,0
2024-03-28,354,Feather,Sabrina Carpenter,0
2024-03-28,368,Truck Bed,HARDY,0
2024-03-28,382,Man Made A Bar,Morgan WallenFeaturingEric Church,1
2024-03-28,396,Houdini,Dua Lipa,0
2024-03-28,410,Selfish,Justin Timberlake,0
2024-03-28,424,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,0
2024-03-28,438,Paint The Town Red,Doja Cat,0
2024-03-28,452,What Was I Made For?,Billie Eilish,0
2024-03-28,466,The Boy Is Mine,Ariana Grande,0
2024-03-28,480,Yeah Glo!,GloRilla,0
2024-03-28,494,"Yes, And?",Ariana Grande,0
2024-03-28,508,Wild Ones,Jessie Murph&Jelly Roll,1
2024-03-28,522,Save Me,Jelly RollWithLainey Wilson,0
2024-03-28,536,Pretty Little Poison,Warren Zeiders,0
2024-03-28,550,Supernatural,Ariana Grande,0
2024-03-28,564,Where The Wild Things Are,Luke Combs,0
2024-03-28,578,Burn It Down,Parker McCollum,0
2024-03-28,592,Exes,Tate McRae,0
2024-03-28,606,La Diabla,Xavi,0
2024-03-28,620,23,Chayce Beckham,0
2024-03-28,634,Vampire,Olivia Rodrigo,0
2024-03-28,648,FE!N,Travis ScottFeaturingPlayboi Carti,1
2024-03-28,662,Wildflowers And Wild Horses,Lainey Wilson,0
2024-03-28,676,Eternal Sunshine,Ariana Grande,0
2024-03-28,690,Get In With Me,BossMan Dlow,0
2024-03-28,704,Everybody,Nicki MinajFeaturingLil Uzi Vert,1
2024-03-28,718,Bye,Ariana Grande,0
2024-03-28,732,Soak City,310babii,0
2024-03-28,746,Prada Dem,GunnaFeaturingOffset,1
2024-03-28,760,Mamaw's House,Thomas RhettFeaturingMorgan Wallen,1
2024-03-28,774,Scared To Start,Michael Marcagi,0
2024-03-28,788,Surround Sound,JID Featuring21 Savage& Baby Tate,1
2024-03-28,802,One Of The Girls,"The Weeknd,JENNIE& Lily-Rose Depp",1
2024-03-28,816,Austin,Dasha,0
2024-03-28,830,Bandit,Don Toliver,0
2024-03-28,844,Training Season,Dua Lipa,0
2024-03-28,858,Praise Jah In The Moonlight,YG Marley,0
2024-03-28,872,I Can Feel It,Kane Brown,0
2024-03-28,886,Breathe,Yeat,0
2024-03-28,900,FRI(END)S,V,0
2024-03-28,914,True Story,Ariana Grande,0
2024-03-28,928,Where It Ends,Bailey Zimmerman,0
2024-03-28,942,Don't Wanna Break Up Again,Ariana Grande,0
2024-03-28,956,You Broke My Heart,Drake,0
2024-03-28,970,Mmhmm,BigXthaPlug,0
2024-03-28,984,FTCU,Nicki Minaj,0
2024-03-28,998,Imperfect For You,Ariana Grande,0
2024-03-28,1012,Sensational,Chris BrownFeaturingDavido& Lojay,1
2024-03-28,1026,Tu Name,Fuerza Regida,0
2024-03-28,1040,One Call,Rich Amiri,0
2024-03-28,1054,Deeper Well,Kacey Musgraves,0
2024-03-28,1068,La Victima,Xavi,0
2024-03-28,1082,Spin You Around (1/24),Morgan Wallen,0
2024-03-28,1096,Intro (End Of The World),Ariana Grande,0
2024-03-28,1110,Home,Good Neighbours,0
2024-03-28,1124,Tucson Too Late,Jordan Davis,0
2024-03-28,1138,Harley Quinn,Fuerza Regida&Marshmello,1
2024-03-28,1152,Back Then Right Now,Tyler Hubbard,0
2024-03-28,1166,Perro Negro,Bad Bunny&Feid,1
2024-03-28,1180,I Wish I Hated You,Ariana Grande,0
2024-03-28,1194,Murder On The Dancefloor,Sophie Ellis-Bextor,0
2024-03-28,1208,Coal,Dylan Gossett,0
2024-03-28,1222,Let's Go,Key Glock& Young Dolph,1
2024-03-28,1236,Nee-nah,"21 Savage,Travis Scott&Metro Boomin",1
2024-03-28,1250,Bellakeo,Peso Pluma&Anitta,1
2024-03-28,1264,Like What (Freestyle),Cardi B,0
2024-03-28,1278,Outskirts,Sam Hunt,0
2024-03-28,1292,Mr Pot Scraper,BossMan Dlow,0
2024-03-28,1306,Holy Smokes,Bailey Zimmerman,0
2024-03-28,1320,Baby Please,Ivan Cornejo,0
2024-03-28,1334,We Ride,Bryan Martin,0
2024-03-28,1348,Tourniquet,Zach Bryan,0
2024-03-28,1362,Gata Only,FloyyMenor X Cris Mj,0
2024-03-28,1376,Igual Que Un Angel,Kali Uchis&Peso Pluma,1
2024-03-28,1390,We Don't Fight Anymore,Carly PearceFeaturingChris Stapleton,1
2024-03-21,4,We Can't Be Friends (Wait For Your Love),Ariana Grande,0
2024-03-21,18,Lose Control,Teddy Swims,0
2024-03-21,32,Beautiful Things,Benson Boone,0
2024-03-21,46,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,1
2024-03-21,60,Lovin On Me,Jack Harlow,0
2024-03-21,74,Texas Hold 'Em,Beyonce,0
2024-03-21,88,Act II: Date @ 8,4batz FeaturingDrake,1
2024-03-21,102,Greedy,Tate McRae,0
2024-03-21,116,I Remember Everything,Zach BryanFeaturingKacey Musgraves,1
2024-03-21,130,"Yes, And?",Ariana Grande,0
2024-03-21,144,Snooze,SZA,0
2024-03-21,158,Agora Hills,Doja Cat,0
2024-03-21,172,Cruel Summer,Taylor Swift,0
2024-03-21,186,Saturn,SZA,0
2024-03-21,200,Stick Season,Noah Kahan,0
2024-03-21,214,The Boy Is Mine,Ariana Grande,0
2024-03-21,228,Supernatural,Ariana Grande,0
2024-03-21,242,Last Night,Morgan Wallen,0
2024-03-21,256,Water,Tyla,0
2024-03-21,270,Fast Car,Luke Combs,0
2024-03-21,284,End Of Beginning,Djo,0
2024-03-21,298,Redrum,21 Savage,0
2024-03-21,312,Eternal Sunshine,Ariana Grande,0
2024-03-21,326,Whatever She Wants,Bryson Tiller,0
2024-03-21,340,Bye,Ariana Grande,0
2024-03-21,354,Thinkin' Bout Me,Morgan Wallen,0
2024-03-21,368,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,0
2024-03-21,382,Don't Wanna Break Up Again,Ariana Grande,0
