fecha,posicion,cancion,artista,es_colaboracion
2024-03-21,396,Made For Me,Muni Long,0
2024-03-21,410,True Story,Ariana Grande,0
2024-03-21,424,Houdini,Dua Lipa,0
2024-03-21,438,Paint The Town Red,Doja Cat,0
2024-03-21,452,Feather,Sabrina Carpenter,0
2024-03-21,466,Never Lose Me,Flo Milli,0
2024-03-21,480,What Was I Made For?,Billie Eilish,0
2024-03-21,494,Truck Bed,HARDY,0
2024-03-21,508,Imperfect For You,Ariana Grande,0
2024-03-21,522,Intro (End Of The World),Ariana Grande,0
2024-03-21,536,I Wish I Hated You,Ariana Grande,0
2024-03-21,550,Selfish,Justin Timberlake,0
2024-03-21,564,Yeah Glo!,GloRilla,0
2024-03-21,578,Pretty Little Poison,Warren Zeiders,0
2024-03-21,592,Wild Ones,Jessie Murph&Jelly Roll,1
2024-03-21,606,La Diabla,Xavi,0
2024-03-21,620,Save Me,Jelly RollWithLainey Wilson,0
2024-03-21,634,Where The Wild Things Are,Luke Combs,0
2024-03-21,648,Exes,Tate McRae,0
2024-03-21,662,Vampire,Olivia Rodrigo,0
2024-03-21,676,The Painter,Cody Johnson,0
2024-03-21,690,FE!N,Travis ScottFeaturingPlayboi Carti,1
2024-03-21,704,Man Made A Bar,Morgan WallenFeaturingEric Church,1
2024-03-21,718,23,Chayce Beckham,0
2024-03-21,732,Burn It Down,Parker McCollum,0
2024-03-21,746,I Can Feel It,Kane Brown,0
2024-03-21,760,Ordinary Things,Ariana GrandeFeaturing Nonna,1
2024-03-21,774,Wildflowers And Wild Horses,Lainey Wilson,0
2024-03-21,788,Praise Jah In The Moonlight,YG Marley,0
2024-03-21,802,Mamaw's House,Thomas RhettFeaturingMorgan Wallen,1
2024-03-21,816,Everybody,Nicki MinajFeaturingLil Uzi Vert,1
2024-03-21,830,World On Fire,Nate Smith,0
2024-03-21,844,Surround Sound,JID Featuring21 Savage& Baby Tate,1
2024-03-21,858,Soak City,310babii,0
2024-03-21,872,Get In With Me,BossMan Dlow,0
2024-03-21,886,One Of The Girls,"The Weeknd,JENNIE& Lily-Rose Depp",1
2024-03-21,900,Breathe,Yeat,0
2024-03-21,914,You Broke My Heart,Drake,0
2024-03-21,928,Scared To Start,Michael Marcagi,0
2024-03-21,942,Training Season,Dua Lipa,0
2024-03-21,956,Murder On The Dancefloor,Sophie Ellis-Bextor,0
2024-03-21,970,One Call,Rich Amiri,0
2024-03-21,984,FTCU,Nicki Minaj,0
2024-03-21,998,Sensational,Chris BrownFeaturingDavido& Lojay,1
2024-03-21,1012,Where It Ends,Bailey Zimmerman,0
2024-03-21,1026,Austin,Dasha,0
2024-03-21,1040,Tu Name,Fuerza Regida,0
2024-03-21,1054,La Victima,Xavi,0
2024-03-21,1068,Spin You Around (1/24),Morgan Wallen,0
2024-03-21,1082,Bandit,Don Toliver,0
2024-03-21,1096,Oklahoma Smokeshow,Zach Bryan,0
2024-03-21,1110,Mmhmm,BigXthaPlug,0
2024-03-21,1124,Harley Quinn,Fuerza Regida&Marshmello,1
2024-03-21,1138,Perro Negro,Bad Bunny&Feid,1
2024-03-21,1152,Home,Good Neighbours,0
2024-03-21,1166,Like What (Freestyle),Cardi B,0
2024-03-21,1180,Nee-nah,"21 Savage,Travis Scott&Metro Boomin",1
2024-03-21,1194,Bellakeo,Peso Pluma&Anitta,1
2024-03-21,1208,Holy Smokes,Bailey Zimmerman,0
2024-03-21,1222,Standing Next To You,Jung Kook,0
2024-03-21,1236,Let's Go,Key Glock& Young Dolph,1
2024-03-21,1250,Coal,Dylan Gossett,0
2024-03-21,1264,Burn,¥$: Ye &Ty Dolla $ign,1
2024-03-21,1278,Tucson Too Late,Jordan Davis,0
2024-03-21,1292,Contigo,Karol G&Tiesto,1
2024-03-21,1306,Igual Que Un Angel,Kali Uchis&Peso Pluma,1
2024-03-21,1320,My Eyes,Travis Scott,0
2024-03-21,1334,Back Then Right Now,Tyler Hubbard,0
2024-03-21,1348,Tourniquet,Zach Bryan,0
2024-03-21,1362,Outskirts,Sam Hunt,0
2024-03-21,1376,Worth It,Offset&Don Toliver,1
2024-03-21,1390,Fuk Sumn,¥$: Ye &Ty Dolla $ign,1
2024-03-14,4,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,1
2024-03-14,18,Lose Control,Teddy Swims,0
2024-03-14,32,Lovin On Me,Jack Harlow,0
2024-03-14,46,Beautiful Things,Benson Boone,0
2024-03-14,60,Texas Hold 'Em,Beyonce,0
2024-03-14,74,Greedy,Tate McRae,0
2024-03-14,88,I Remember Everything,Zach BryanFeaturingKacey Musgraves,1
2024-03-14,102,Snooze,SZA,0
2024-03-14,116,Agora Hills,Doja Cat,0
2024-03-14,130,Cruel Summer,Taylor Swift,0
2024-03-14,144,Stick Season,Noah Kahan,0
2024-03-14,158,Redrum,21 Savage,0
2024-03-14,172,Saturn,SZA,0
2024-03-14,186,Fast Car,Luke Combs,0
2024-03-14,200,Last Night,Morgan Wallen,0
2024-03-14,214,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,0
2024-03-14,228,Water,Tyla,0
2024-03-14,242,Thinkin' Bout Me,Morgan Wallen,0
2024-03-14,256,Whatever She Wants,Bryson Tiller,0
2024-03-14,270,Made For Me,Muni Long,0
2024-03-14,284,Flowers,Miley Cyrus,0
2024-03-14,298,Houdini,Dua Lipa,0
2024-03-14,312,End Of Beginning,Djo,0
2024-03-14,326,Pretty Little Poison,Warren Zeiders,0
2024-03-14,340,Paint The Town Red,Doja Cat,0
2024-03-14,354,Where The Wild Things Are,Luke Combs,0
2024-03-14,368,Never Lose Me,Flo Milli,0
2024-03-14,382,Feather,Sabrina Carpenter,0
2024-03-14,396,Truck Bed,HARDY,0
2024-03-14,410,The Painter,Cody Johnson,0
2024-03-14,424,"Yes, And?",Ariana Grande,0
2024-03-14,438,Selfish,Justin Timberlake,0
2024-03-14,452,La Diabla,Xavi,0
2024-03-14,466,What Was I Made For?,Billie Eilish,0
2024-03-14,480,Wild Ones,Jessie Murph&Jelly Roll,1
2024-03-14,494,Save Me,Jelly RollWithLainey Wilson,0
2024-03-14,508,Vampire,Olivia Rodrigo,0
2024-03-14,522,Like What (Freestyle),Cardi B,0
2024-03-14,536,Praise Jah In The Moonlight,YG Marley,0
2024-03-14,550,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,1
2024-03-14,564,On My Mama,Victoria Monet,0
2024-03-14,578,Exes,Tate McRae,0
2024-03-14,592,Burn It Down,Parker McCollum,0
2024-03-14,606,Man Made A Bar,Morgan WallenFeaturingEric Church,1
2024-03-14,620,Need A Favor,Jelly Roll,0
2024-03-14,634,Surround Sound,JID Featuring21 Savage& Baby Tate,1
2024-03-14,648,Everybody,Nicki MinajFeaturingLil Uzi Vert,1
2024-03-14,662,FE!N,Travis ScottFeaturingPlayboi Carti,1
2024-03-14,676,Yeah Glo!,GloRilla,0
2024-03-14,690,I Can Feel It,Kane Brown,0
2024-03-14,704,World On Fire,Nate Smith,0
2024-03-14,718,Breathe,Yeat,0
2024-03-14,732,Get In With Me,BossMan Dlow,0
2024-03-14,746,You Broke My Heart,Drake,0
2024-03-14,760,One Of The Girls,"The Weeknd,JENNIE& Lily-Rose Depp",1
2024-03-14,774,Soak City,310babii,0
2024-03-14,788,23,Chayce Beckham,0
2024-03-14,802,Mamaw's House,Thomas RhettFeaturingMorgan Wallen,1
2024-03-14,816,Training Season,Dua Lipa,0
2024-03-14,830,One Call,Rich Amiri,0
2024-03-14,844,Act II: Date @ 8,4batz FeaturingDrake,1
2024-03-14,858,La Victima,Xavi,0
2024-03-14,872,FTCU,Nicki Minaj,0
2024-03-14,886,Overcompensate,Twenty One Pilots,0
2024-03-14,900,Wildflowers And Wild Horses,Lainey Wilson,0
2024-03-14,914,Tu Name,Fuerza Regida,0
2024-03-14,928,Murder On The Dancefloor,Sophie Ellis-Bextor,0
2024-03-14,942,Spin You Around (1/24),Morgan Wallen,0
2024-03-14,956,Scared To Start,Michael Marcagi,0
2024-03-14,970,Burn,¥$: Ye &Ty Dolla $ign,1
2024-03-14,984,Sensational,Chris BrownFeaturingDavido& Lojay,1
2024-03-14,998,Harley Quinn,Fuerza Regida&Marshmello,1
2024-03-14,1012,Holy Smokes,Bailey Zimmerman,0
2024-03-14,1026,Doctor (Work It Out),Pharrell &Miley Cyrus,1
2024-03-14,1040,Bandit,Don Toliver,0
2024-03-14,1054,Where It Ends,Bailey Zimmerman,0
2024-03-14,1068,Nee-nah,"21 Savage,Travis Scott&Metro Boomin",1
2024-03-14,1082,Home,Good Neighbours,0
2024-03-14,1096,Mmhmm,BigXthaPlug,0
2024-03-14,1110,Bellakeo,Peso Pluma&Anitta,1
2024-03-14,1124,Oklahoma Smokeshow,Zach Bryan,0
2024-03-14,1138,Coal,Dylan Gossett,0
2024-03-14,1152,Perro Negro,Bad Bunny&Feid,1
2024-03-14,1166,My Eyes,Travis Scott,0
2024-03-14,1180,Standing Next To You,Jung Kook,0
2024-03-14,1194,Tucson Too Late,Jordan Davis,0
2024-03-14,1208,Igual Que Un Angel,Kali Uchis&Peso Pluma,1
2024-03-14,1222,Forever,Noah Kahan,0
2024-03-14,1236,Contigo,Karol G&Tiesto,1
2024-03-14,1250,Worth It,Offset&Don Toliver,1
2024-03-14,1264,Let's Go,Key Glock& Young Dolph,1
2024-03-14,1278,Fuk Sumn,¥$: Ye &Ty Dolla $ign,1
2024-03-14,1292,Think U The Shit (Fart),Ice Spice,0
2024-03-14,1306,Hiss,Megan Thee Stallion,0
2024-03-14,1320,Prove It,21 Savage&Summer Walker,1
2024-03-14,1334,We Don't Fight Anymore,Carly PearceFeaturingChris Stapleton,1
2024-03-14,1348,Creek Will Rise,Conner Smith,0
2024-03-14,1362,16 Carriages,Beyonce,0
2024-03-14,1376,Wondering Why,The Red Clay Strays,0
2024-03-14,1390,Wine Into Whiskey,Tucker Wetmore,0
2024-03-07,4,Texas Hold 'Em,Beyonce,0
2024-03-07,18,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,1
2024-03-07,32,Lovin On Me,Jack Harlow,0
2024-03-07,46,Beautiful Things,Benson Boone,0
2024-03-07,60,Lose Control,Teddy Swims,0
2024-03-07,74,Saturn,SZA,0
2024-03-07,88,I Remember Everything,Zach BryanFeaturingKacey Musgraves,1
2024-03-07,102,Greedy,Tate McRae,0
2024-03-07,116,Snooze,SZA,0
2024-03-07,130,Cruel Summer,Taylor Swift,0
2024-03-07,144,Stick Season,Noah Kahan,0
2024-03-07,158,Agora Hills,Doja Cat,0
2024-03-07,172,Redrum,21 Savage,0
2024-03-07,186,Fast Car,Luke Combs,0
2024-03-07,200,Last Night,Morgan Wallen,0
2024-03-07,214,Water,Tyla,0
2024-03-07,228,Thinkin' Bout Me,Morgan Wallen,0
2024-03-07,242,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,0
2024-03-07,256,Pretty Little Poison,Warren Zeiders,0
2024-03-07,270,Made For Me,Muni Long,0
2024-03-07,284,Flowers,Miley Cyrus,0
2024-03-07,298,Whatever She Wants,Bryson Tiller,0
2024-03-07,312,Paint The Town Red,Doja Cat,0
2024-03-07,326,Houdini,Dua Lipa,0
2024-03-07,340,The Painter,Cody Johnson,0
2024-03-07,354,Never Lose Me,Flo Milli,0
2024-03-07,368,La Diabla,Xavi,0
2024-03-07,382,"Yes, And?",Ariana Grande,0
2024-03-07,396,Feather,Sabrina Carpenter,0
2024-03-07,410,What Was I Made For?,Billie Eilish,0
2024-03-07,424,Where The Wild Things Are,Luke Combs,0
2024-03-07,438,Truck Bed,HARDY,0
2024-03-07,452,Selfish,Justin Timberlake,0
2024-03-07,466,Praise Jah In The Moonlight,YG Marley,0
2024-03-07,480,End Of Beginning,Djo,0
2024-03-07,494,Vampire,Olivia Rodrigo,0
2024-03-07,508,Wild Ones,Jessie Murph&Jelly Roll,1
2024-03-07,522,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,1
2024-03-07,536,Save Me,Jelly RollWithLainey Wilson,0
2024-03-07,550,Everybody,Nicki MinajFeaturingLil Uzi Vert,1
2024-03-07,564,On My Mama,Victoria Monet,0
2024-03-07,578,Exes,Tate McRae,0
2024-03-07,592,Surround Sound,JID Featuring21 Savage& Baby Tate,1
2024-03-07,606,Breathe,Yeat,0
2024-03-07,620,Need A Favor,Jelly Roll,0
2024-03-07,634,Man Made A Bar,Morgan WallenFeaturingEric Church,1
2024-03-07,648,Dance The Night,Dua Lipa,0
2024-03-07,662,Burn It Down,Parker McCollum,0
2024-03-07,676,Get In With Me,BossMan Dlow,0
2024-03-07,690,World On Fire,Nate Smith,0
2024-03-07,704,One Of The Girls,"The Weeknd,JENNIE& Lily-Rose Depp",1
2024-03-07,718,You Broke My Heart,Drake,0
2024-03-07,732,La Victima,Xavi,0
2024-03-07,746,Holy Smokes,Bailey Zimmerman,0
2024-03-07,760,I Can Feel It,Kane Brown,0
2024-03-07,774,Love On,Selena Gomez,0
2024-03-07,788,23,Chayce Beckham,0
2024-03-07,802,FE!N,Travis ScottFeaturingPlayboi Carti,1
2024-03-07,816,Soak City,310babii,0
2024-03-07,830,One Call,Rich Amiri,0
2024-03-07,844,Training Season,Dua Lipa,0
2024-03-07,858,Old Days,Lil Durk,0
2024-03-07,872,Burn,¥$: Ye &Ty Dolla $ign,1
2024-03-07,886,Murder On The Dancefloor,Sophie Ellis-Bextor,0
2024-03-07,900,Mamaw's House,Thomas RhettFeaturingMorgan Wallen,1
2024-03-07,914,FTCU,Nicki Minaj,0
2024-03-07,928,Bandit,Don Toliver,0
2024-03-07,942,Act II: Date @ 8,4batz FeaturingDrake,1
2024-03-07,956,Wildflowers And Wild Horses,Lainey Wilson,0
2024-03-07,970,Spin You Around (1/24),Morgan Wallen,0
2024-03-07,984,Nee-nah,"21 Savage,Travis Scott&Metro Boomin",1
2024-03-07,998,Think U The Shit (Fart),Ice Spice,0
2024-03-07,1012,Coal,Dylan Gossett,0
2024-03-07,1026,16 Carriages,Beyonce,0
2024-03-07,1040,Harley Quinn,Fuerza Regida&Marshmello,1
2024-03-07,1054,Dont Let Me Go,MGK,0
2024-03-07,1068,Wine Into Whiskey,Tucker Wetmore,0
2024-03-07,1082,Igual Que Un Angel,Kali Uchis&Peso Pluma,1
2024-03-07,1096,Bellakeo,Peso Pluma&Anitta,1
2024-03-07,1110,Home,Good Neighbours,0
2024-03-07,1124,Where It Ends,Bailey Zimmerman,0
2024-03-07,1138,Fuk Sumn,¥$: Ye &Ty Dolla $ign,1
2024-03-07,1152,Tu Name,Fuerza Regida,0
2024-03-07,1166,Yeah Glo!,GloRilla,0
2024-03-07,1180,Perro Negro,Bad Bunny&Feid,1
2024-03-07,1194,Hiss,Megan Thee Stallion,0
2024-03-07,1208,Standing Next To You,Jung Kook,0
2024-03-07,1222,Mmhmm,BigXthaPlug,0
2024-03-07,1236,Sensational,Chris BrownFeaturingDavido& Lojay,1
2024-03-07,1250,Contigo,Karol G&Tiesto,1
2024-03-07,1264,Forever,Noah Kahan,0
2024-03-07,1278,Oklahoma Smokeshow,Zach Bryan,0
2024-03-07,1292,Worth It,Offset&Don Toliver,1
2024-03-07,1306,Monaco,Bad Bunny,0
2024-03-07,1320,Scared To Start,Michael Marcagi,0
2024-03-07,1334,Let's Go,Key Glock& Young Dolph,1
2024-03-07,1348,Back To Me,¥$: Ye &Ty Dolla $ign,1
2024-03-07,1362,Prove It,21 Savage&Summer Walker,1
2024-03-07,1376,Easy,Le Sserafim,0
2024-03-07,1390,My Eyes,Travis Scott,0
2024-02-29,4,Texas Hold 'Em,Beyonce,0
2024-02-29,18,Lovin On Me,Jack Harlow,0
2024-02-29,32,Lose Control,Teddy Swims,0
2024-02-29,46,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,1
2024-02-29,60,Beautiful Things,Benson Boone,0
2024-02-29,74,Snooze,SZA,0
2024-02-29,88,Cruel Summer,Taylor Swift,0
2024-02-29,102,Greedy,Tate McRae,0
2024-02-29,116,I Remember Everything,Zach BryanFeaturingKacey Musgraves,1
2024-02-29,130,Agora Hills,Doja Cat,0
2024-02-29,144,"Yes, And?",Ariana Grande,0
2024-02-29,158,Stick Season,Noah Kahan,0
2024-02-29,172,Fast Car,Luke Combs,0
2024-02-29,186,Water,Tyla,0
2024-02-29,200,Last Night,Morgan Wallen,0
2024-02-29,214,Redrum,21 Savage,0
2024-02-29,228,Thinkin' Bout Me,Morgan Wallen,0
2024-02-29,242,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,0
2024-02-29,256,Pretty Little Poison,Warren Zeiders,0
2024-02-29,270,Flowers,Miley Cyrus,0
2024-02-29,284,Paint The Town Red,Doja Cat,0
2024-02-29,298,Houdini,Dua Lipa,0
2024-02-29,312,Made For Me,Muni Long,0
2024-02-29,326,Never Lose Me,Flo Milli,0
2024-02-29,340,La Diabla,Xavi,0
2024-02-29,354,Where The Wild Things Are,Luke Combs,0
2024-02-29,368,Training Season,Dua Lipa,0
2024-02-29,382,The Painter,Cody Johnson,0
2024-02-29,396,Feather,Sabrina Carpenter,0
2024-02-29,410,What Was I Made For?,Billie Eilish,0
2024-02-29,424,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,1
2024-02-29,438,Whatever She Wants,Bryson Tiller,0
2024-02-29,452,Truck Bed,HARDY,0
2024-02-29,466,Selfish,Justin Timberlake,0
2024-02-29,480,Everybody,Nicki MinajFeaturingLil Uzi Vert,1
2024-02-29,494,Vampire,Olivia Rodrigo,0
2024-02-29,508,Wild Ones,Jessie Murph&Jelly Roll,1
2024-02-29,522,On My Mama,Victoria Monet,0
2024-02-29,536,Praise Jah In The Moonlight,YG Marley,0
2024-02-29,550,Save Me,Jelly RollWithLainey Wilson,0
2024-02-29,564,Exes,Tate McRae,0
2024-02-29,578,Breathe,Yeat,0
2024-02-29,592,Dance The Night,Dua Lipa,0
2024-02-29,606,Need A Favor,Jelly Roll,0
2024-02-29,620,Surround Sound,JID Featuring21 Savage& Baby Tate,1
2024-02-29,634,World On Fire,Nate Smith,0
2024-02-29,648,Yeah!,UsherFeaturingLil Jon&Ludacris,1
2024-02-29,662,Burn It Down,Parker McCollum,0
2024-02-29,676,Good Good,"Usher,Summer Walker&21 Savage",1
2024-02-29,690,La Victima,Xavi,0
2024-02-29,704,End Of Beginning,Djo,0
2024-02-29,718,Get In With Me,BossMan Dlow,0
2024-02-29,732,Burn,¥$: Ye &Ty Dolla $ign,1
2024-02-29,746,Man Made A Bar,Morgan WallenFeaturingEric Church,1
2024-02-29,760,16 Carriages,Beyonce,0
2024-02-29,774,First Person Shooter,DrakeFeaturingJ. Cole,1
2024-02-29,788,Fuk Sumn,¥$: Ye &Ty Dolla $ign,1
2024-02-29,802,One Of The Girls,"The Weeknd,JENNIE& Lily-Rose Depp",1
2024-02-29,816,Back To Me,¥$: Ye &Ty Dolla $ign,1
2024-02-29,830,One Call,Rich Amiri,0
2024-02-29,844,Contigo,Karol G&Tiesto,1
2024-02-29,858,23,Chayce Beckham,0
2024-02-29,872,Murder On The Dancefloor,Sophie Ellis-Bextor,0
2024-02-29,886,You Broke My Heart,Drake,0
2024-02-29,900,Think U The Shit (Fart),Ice Spice,0
2024-02-29,914,FTCU,Nicki Minaj,0
2024-02-29,928,FE!N,Travis ScottFeaturingPlayboi Carti,1
2024-02-29,942,Hiss,Megan Thee Stallion,0
2024-02-29,956,I Can Feel It,Kane Brown,0
2024-02-29,970,Bandit,Don Toliver,0
2024-02-29,984,Spin You Around (1/24),Morgan Wallen,0
2024-02-29,998,Soak City,310babii,0
2024-02-29,1012,Forever,Noah Kahan,0
2024-02-29,1026,Mamaw's House,Thomas RhettFeaturingMorgan Wallen,1
2024-02-29,1040,Act II: Date @ 8,4batz FeaturingDrake,1
2024-02-29,1054,Igual Que Un Angel,Kali Uchis&Peso Pluma,1
2024-02-29,1068,Nee-nah,"21 Savage,Travis Scott&Metro Boomin",1
2024-02-29,1082,Wildflowers And Wild Horses,Lainey Wilson,0
2024-02-29,1096,Bellakeo,Peso Pluma&Anitta,1
2024-02-29,1110,Harley Quinn,Fuerza Regida&Marshmello,1
2024-02-29,1124,Standing Next To You,Jung Kook,0
2024-02-29,1138,Bittersweet,Gunna,0
2024-02-29,1152,IDGAF,DrakeFeaturing Yeat,1
2024-02-29,1166,Home,Good Neighbours,0
2024-02-29,1180,Vultures,¥$: Ye &Ty Dolla $ignFeaturingLil Durk& Bump J,1
2024-02-29,1194,Yeah Glo!,GloRilla,0
2024-02-29,1208,Coal,Dylan Gossett,0
2024-02-29,1222,Mmhmm,BigXthaPlug,0
2024-02-29,1236,Psycho CEO,Yeat,0
2024-02-29,1250,Perro Negro,Bad Bunny&Feid,1
2024-02-29,1264,Sensational,Chris BrownFeaturingDavido& Lojay,1
2024-02-29,1278,Oklahoma Smokeshow,Zach Bryan,0
2024-02-29,1292,Tu Name,Fuerza Regida,0
2024-02-29,1306,Do It,¥$: Ye &Ty Dolla $ign,1
2024-02-29,1320,Worth It,Offset&Don Toliver,1
2024-02-29,1334,Talking,¥$: Ye &Ty Dolla $ignFeaturing North West,1
2024-02-29,1348,Monaco,Bad Bunny,0
2024-02-29,1362,Where It Ends,Bailey Zimmerman,0
2024-02-29,1376,Wondering Why,The Red Clay Strays,0
2024-02-29,1390,Northern Attitude,Noah KahanWithHozier,0
2024-02-22,4,Lovin On Me,Jack Harlow,0
2024-02-22,18,Texas Hold 'Em,Beyonce,0
2024-02-22,32,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,1
2024-02-22,46,Beautiful Things,Benson Boone,0
2024-02-22,60,Lose Control,Teddy Swims,0
2024-02-22,74,Cruel Summer,Taylor Swift,0
2024-02-22,88,Snooze,SZA,0
2024-02-22,102,I Remember Everything,Zach BryanFeaturingKacey Musgraves,1
2024-02-22,116,Greedy,Tate McRae,0
2024-02-22,130,Stick Season,Noah Kahan,0
2024-02-22,144,Fast Car,Luke Combs,0
2024-02-22,158,Agora Hills,Doja Cat,0
2024-02-22,172,Water,Tyla,0
2024-02-22,186,Last Night,Morgan Wallen,0
2024-02-22,200,Redrum,21 Savage,0
2024-02-22,214,Thinkin' Bout Me,Morgan Wallen,0
2024-02-22,228,Flowers,Miley Cyrus,0
2024-02-22,242,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,0
2024-02-22,256,Paint The Town Red,Doja Cat,0
2024-02-22,270,Yeah!,UsherFeaturingLil Jon&Ludacris,1
2024-02-22,284,Never Lose Me,Flo Milli,0
2024-02-22,298,La Diabla,Xavi,0
2024-02-22,312,Fuk Sumn,¥$: Ye &Ty Dolla $ign,1
2024-02-22,326,Pretty Little Poison,Warren Zeiders,0
2024-02-22,340,Houdini,Dua Lipa,0
2024-02-22,354,Back To Me,¥$: Ye &Ty Dolla $ign,1
2024-02-22,368,What Was I Made For?,Billie Eilish,0
2024-02-22,382,Forever,Noah Kahan,0
2024-02-22,396,Where The Wild Things Are,Luke Combs,0
2024-02-22,410,Talking,¥$: Ye &Ty Dolla $ignFeaturing North West,1
2024-02-22,424,"Yes, And?",Ariana Grande,0
2024-02-22,438,Made For Me,Muni Long,0
2024-02-22,452,Burn,¥$: Ye &Ty Dolla $ign,1
2024-02-22,466,Vultures,¥$: Ye &Ty Dolla $ignFeaturingLil Durk& Bump J,1
2024-02-22,480,The Painter,Cody Johnson,0
2024-02-22,494,Good Good,"Usher,Summer Walker&21 Savage",1
2024-02-22,508,Selfish,Justin Timberlake,0
2024-02-22,522,16 Carriages,Beyonce,0
2024-02-22,536,Stars,¥$: Ye &Ty Dolla $ign,1
2024-02-22,550,Everybody,Nicki MinajFeaturingLil Uzi Vert,1
2024-02-22,564,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,1
2024-02-22,578,Feather,Sabrina Carpenter,0
2024-02-22,592,Vampire,Olivia Rodrigo,0
2024-02-22,606,On My Mama,Victoria Monet,0
2024-02-22,620,Wild Ones,Jessie Murph&Jelly Roll,1
2024-02-22,634,Dance The Night,Dua Lipa,0
2024-02-22,648,Save Me,Jelly RollWithLainey Wilson,0
2024-02-22,662,Hiss,Megan Thee Stallion,0
2024-02-22,676,Exes,Tate McRae,0
2024-02-22,690,Need A Favor,Jelly Roll,0
2024-02-22,704,Truck Bed,HARDY,0
2024-02-22,718,Do It,¥$: Ye &Ty Dolla $ign,1
2024-02-22,732,Paid,¥$: Ye &Ty Dolla $ign,1
2024-02-22,746,Surround Sound,JID Featuring21 Savage& Baby Tate,1
2024-02-22,760,Keys To My Life,¥$: Ye &Ty Dolla $ign,1
2024-02-22,774,World On Fire,Nate Smith,0
2024-02-22,788,First Person Shooter,DrakeFeaturingJ. Cole,1
2024-02-22,802,La Victima,Xavi,0
2024-02-22,816,Get In With Me,BossMan Dlow,0
2024-02-22,830,Burn It Down,Parker McCollum,0
2024-02-22,844,Standing Next To You,Jung Kook,0
2024-02-22,858,Think U The Shit (Fart),Ice Spice,0
2024-02-22,872,Praise Jah In The Moonlight,YG Marley,0
2024-02-22,886,Paperwork,¥$: Ye &Ty Dolla $ign,1
2024-02-22,900,Beg Forgiveness,¥$: Ye &Ty Dolla $ign,1
2024-02-22,914,Man Made A Bar,Morgan WallenFeaturingEric Church,1
2024-02-22,928,Hoodrat,¥$: Ye &Ty Dolla $ign,1
2024-02-22,942,One Call,Rich Amiri,0
2024-02-22,956,Igual Que Un Angel,Kali Uchis&Peso Pluma,1
2024-02-22,970,Spin You Around (1/24),Morgan Wallen,0
2024-02-22,984,FTCU,Nicki Minaj,0
2024-02-22,998,One Of The Girls,"The Weeknd,JENNIE& Lily-Rose Depp",1
2024-02-22,1012,Murder On The Dancefloor,Sophie Ellis-Bextor,0
2024-02-22,1026,You Broke My Heart,Drake,0
2024-02-22,1040,Northern Attitude,Noah KahanWithHozier,0
2024-02-22,1054,FE!N,Travis ScottFeaturingPlayboi Carti,1
2024-02-22,1068,23,Chayce Beckham,0
2024-02-22,1082,Bandit,Don Toliver,0
2024-02-22,1096,Problematic,¥$: Ye &Ty Dolla $ign,1
2024-02-22,1110,Nee-nah,"21 Savage,Travis Scott&Metro Boomin",1
2024-02-22,1124,Act II: Date @ 8,4batz FeaturingDrake,1
2024-02-22,1138,I Can Feel It,Kane Brown,0
2024-02-22,1152,Mamaw's House,Thomas RhettFeaturingMorgan Wallen,1
2024-02-22,1166,Soak City,310babii,0
2024-02-22,1180,Harley Quinn,Fuerza Regida&Marshmello,1
2024-02-22,1194,You're Gonna Go Far,Noah Kahan,0
2024-02-22,1208,Bellakeo,Peso Pluma&Anitta,1
2024-02-22,1222,IDGAF,DrakeFeaturing Yeat,1
2024-02-22,1236,Yeah Glo!,GloRilla,0
2024-02-22,1250,Different 'Round Here,Riley GreenFeaturingLuke Combs,1
2024-02-22,1264,She Calls Me Back,Noah KahanWithKacey Musgraves,0
2024-02-22,1278,We Don't Fight Anymore,Carly PearceFeaturingChris Stapleton,1
2024-02-22,1292,Good (Don't Die),¥$: Ye &Ty Dolla $ign,1
2024-02-22,1306,King,¥$: Ye &Ty Dolla $ign,1
2024-02-22,1320,Coal,Dylan Gossett,0
2024-02-22,1334,Mmhmm,BigXthaPlug,0
2024-02-22,1348,Monaco,Bad Bunny,0
2024-02-22,1362,Prove It,21 Savage&Summer Walker,1
2024-02-22,1376,Perro Negro,Bad Bunny&Feid,1
2024-02-22,1390,Sunday Service,LattoFeaturingMegan Thee Stallion&Flo Milli,1
2024-02-15,4,Lovin On Me,Jack Harlow,0
2024-02-15,18,Lose Control,Teddy Swims,0
2024-02-15,32,Beautiful Things,Benson Boone,0
2024-02-15,46,Cruel Summer,Taylor Swift,0
