fecha_chart,fecha_debut,titulo,artista,colaboracion,exitos_previos_artista,artista_ya_estado_esta_semana,ranking
2020-09-26,2020-08-29,Kacey Talk,YoungBoy Never Broke Again,0,85,1,50
2020-09-26,2020-06-20,One Night Standards,Ashley McBryde,0,14,0,90
2020-09-26,2020-09-26,Cross Roads,YoungBoy Never Broke Again,0,85,1,76
2020-09-26,2020-09-19,Love You Like I Used To,Russell Dickerson,0,51,0,87
2020-09-26,2020-08-01,Greece,DJ Khaled & Drake,1,549,1,74
2020-09-26,2020-09-19,Relacion,"Sech, Daddy Yankee & J Balvin & Rosalia & Farruko",1,2,0,75
2020-09-26,2020-07-11,Girls In The Hood,Megan Thee Stallion,0,64,1,53
2020-09-26,2020-06-13,Like That,Doja Cat & Gucci Mane,1,167,1,54
2020-09-26,2020-08-01,Breaking Me,Topic & A7S,1,14,0,55
2020-09-26,2020-06-13,One Beer,HARDY & Lauren Alaina & Devin Dawson,1,28,0,56
2020-09-26,2020-08-22,Kings & Queens,Ava Max,0,40,0,57
2020-09-26,2020-09-05,Hawai,Maluma & The Weeknd,1,293,1,58
2020-09-26,2020-05-16,One Margarita,Luke Bryan,0,325,0,59
2020-09-26,2020-07-18,Said Sum,Moneybagg Yo,0,17,0,60
2020-09-26,2020-09-12,Ice Cream,BLACKPINK & Selena Gomez,1,262,0,61
2020-09-26,2020-08-22,Some Girls,Jameson Rodgers,0,5,0,62
2020-09-26,2020-08-08,Cardigan,Taylor Swift,0,249,0,52
2020-09-26,2020-08-29,7 Summers,Morgan Wallen,0,83,1,64
2020-09-26,2020-08-08,Nobody's Love,Maroon 5,0,291,0,63
2020-09-26,2020-09-26,Dead Trollz,YoungBoy Never Broke Again,0,85,1,72
2020-09-26,2020-06-27,The Bigger Picture,Lil Baby,0,126,1,71
2020-09-26,2020-08-22,My Ex's Best Friend,Machine Gun Kelly & blackbear,1,110,0,70
2020-09-26,2020-09-05,You Broke Me First.,Tate McRae,0,3,0,69
2020-09-26,2020-07-04,Pretty Heart,Parker McCollum,0,9,0,73
2020-09-26,2020-09-05,All In,YoungBoy Never Broke Again,0,85,1,67
2020-09-26,2020-08-08,Happy Anywhere,Blake Shelton & Gwen Stefani,1,334,0,66
2020-09-26,2020-09-26,Gone Too Soon,Andrew Jannakos,0,0,0,65
2020-09-26,2020-08-29,24,Money Man & Lil Baby,1,130,1,68
2020-10-03,2020-07-11,Rags2Riches,Rod Wave & ATR Son Son,1,55,0,35
2020-10-03,2020-07-25,Tap In,Saweetie,0,30,0,28
2020-10-03,2020-05-09,Cool Again,Kane Brown,0,149,0,29
2020-10-03,2020-07-18,The Woo,Pop Smoke & 50 Cent & Roddy Ricch,1,42,0,30
2020-10-03,2020-04-11,If The World Was Ending,JP Saxe & Julia Michaels,1,87,0,31
2020-10-03,2019-11-16,Don't Start Now,Dua Lipa,0,127,0,32
2020-10-03,2020-07-25,Be Like That,Kane Brown With Swae Lee & Khalid,1,183,0,27
2020-10-03,2020-07-04,Bang!,AJR,0,34,0,33
2020-10-03,2020-05-02,More Than My Hometown,Morgan Wallen,0,84,0,34
2020-10-03,2020-01-25,Life Is Good,Future & Drake,1,636,0,36
2020-10-03,2020-08-15,I Should Probably Go To Bed,Dan + Shay,0,183,0,42
2020-10-03,2020-08-22,Kings & Queens,Ava Max,0,41,0,38
2020-10-03,2020-08-29,Midnight Sky,Miley Cyrus,0,89,0,39
2020-10-03,2020-02-08,Chasin' You,Morgan Wallen,0,84,1,40
2020-10-03,2020-06-06,Rain On Me,Lady Gaga & Ariana Grande,1,400,0,41
2020-10-03,2020-08-22,Some Girls,Jameson Rodgers,0,6,0,43
2020-10-03,2020-04-25,Die From A Broken Heart,Maddie & Tae,1,114,0,44
2020-10-03,2020-07-25,Wishing Well,Juice WRLD,0,118,0,45
2020-10-03,2020-05-16,We Paid,Lil Baby & 42 Dugg,1,154,0,46
2020-10-03,2020-01-18,Say So,Doja Cat & Nicki Minaj,1,348,0,47
2020-10-03,2020-07-11,Lovin' On You,Luke Combs,0,168,0,26
2020-10-03,2020-06-06,ily,Surf Mesa & Emilee,1,34,0,37
2020-10-03,2020-03-28,Savage,Megan Thee Stallion,0,65,0,48
2020-10-03,2020-09-05,Dynamite,BTS,0,39,0,1
2020-10-03,2020-07-18,Said Sum,Moneybagg Yo,0,18,0,24
2020-10-03,2020-08-22,WAP,Cardi B & Megan Thee Stallion,1,186,1,2
2020-10-03,2020-10-03,Holy,Justin Bieber & Chance The Rapper,1,282,0,3
2020-10-03,2020-08-29,Laugh Now Cry Later,Drake & Lil Durk,1,391,1,4
2020-10-03,2020-08-22,Mood,24kGoldn & iann dior,1,13,0,5
2020-10-03,2020-05-02,Rockstar,DaBaby & Roddy Ricch,1,140,0,6
2020-10-03,2019-12-14,Blinding Lights,The Weeknd,0,243,0,7
2020-10-03,2019-11-30,Watermelon Sugar,Harry Styles,0,59,0,8
2020-10-03,2020-06-27,Savage Love (Laxed - Siren Beat),Jawsh 685 & Jason Derulo,1,190,0,9
2020-10-03,2020-01-11,I Hope,Gabby Barrett & Charlie Puth,1,226,0,10
2020-10-03,2020-02-08,Before You Go,Lewis Capaldi,0,71,0,11
2020-10-03,2020-04-11,Break My Heart,Dua Lipa,0,127,1,25
2020-10-03,2020-02-22,Whats Poppin,"Jack Harlow & DaBaby, Tory Lanez & Lil Wayne",1,64,0,12
2020-10-03,2020-08-01,Popstar,DJ Khaled & Drake,1,551,1,14
2020-10-03,2020-07-18,For The Night,Pop Smoke & Lil Baby & DaBaby,1,42,1,15
2020-10-03,2020-08-29,Lemonade,Internet Money & Gunna & Don Toliver & NAV,1,10,0,16
2020-10-03,2019-09-14,Circles,Post Malone,0,226,0,17
2020-10-03,2020-04-04,Roses,SAINt JHN,0,26,0,18
2020-10-03,2020-07-25,Come & Go,Juice WRLD & Marshmello,1,267,1,19
2020-10-03,2020-07-18,Mood Swings,Pop Smoke & Lil Tjay,1,78,1,20
2020-10-03,2020-06-13,Got What I Got,Jason Aldean,0,287,0,21
2020-10-03,2020-06-13,One Of Them Girls,Lee Brice,0,151,0,22
2020-10-03,2019-12-21,Adore You,Harry Styles,0,59,1,23
2020-10-03,2020-05-23,Go Crazy,Chris Brown & Young Thug,1,522,0,13
2020-10-03,2020-08-08,Cardigan,Taylor Swift,0,250,0,49
2020-10-03,2020-09-26,OK Not To Be OK,Marshmello & Demi Lovato,1,320,1,75
2020-10-03,2020-10-03,Diamonds,Sam Smith,0,172,0,51
2020-10-03,2020-09-12,Ain't Always The Cowboy,Jon Pardi,0,132,0,79
2020-10-03,2020-10-03,Dolly,Lil Tecca & Lil Uzi Vert,1,174,0,80
2020-10-03,2020-09-19,Hit Different,SZA & Ty Dolla $ign,1,228,0,81
2020-10-03,2020-08-08,Nobody's Love,Maroon 5,0,292,0,82
2020-10-03,2020-09-19,Everywhere But On,Matt Stell,0,22,0,83
2020-10-03,2020-08-29,Caramelo,Ozuna & Karol G & Myke Towers,1,117,0,84
2020-10-03,2020-06-27,Do It,Chloe & Halle,1,10,0,85
2020-10-03,2020-09-12,Over Now,Calvin Harris & The Weeknd,1,473,1,86
2020-10-03,2020-06-06,Dollaz On My Head,Gunna & Young Thug,1,275,1,87
2020-10-03,2020-09-26,You Got It,VEDO,0,1,0,88
2020-10-03,2020-08-22,Smile,Juice WRLD & The Weeknd,1,361,1,78
2020-10-03,2020-09-26,My Window,YoungBoy Never Broke Again & Lil Wayne,1,198,0,89
2020-10-03,2020-10-03,Me Gusta,Anitta & Cardi B & Myke Towers,1,0,0,91
2020-10-03,2020-10-03,Wet. (She Got That...) ,YFN Lucci,0,31,0,92
2020-10-03,2020-10-03,Whole Lotta Choppas,Sada Baby & Nicki Minaj,1,301,1,93
2020-10-03,2020-08-29,Lonely If You Are,Chase Rice,0,59,0,94
2020-10-03,2020-10-03,Blind,DaBaby & Young Thug,1,269,1,95
2020-10-03,2020-05-23,3 Headed Goat,Lil Durk & Lil Baby & Polo G,1,26,1,96
2020-10-03,2020-09-26,Drug Addiction,YoungBoy Never Broke Again,0,86,1,97
2020-10-03,2020-08-22,La Jeepeta,Nio Garcia & Anuel AA & Myke Towers & Brray & Juanka,1,85,1,98
2020-10-03,2020-03-21,B.S.,Jhene Aiko & H.E.R.,1,113,0,99
2020-10-03,2020-09-19,Wolves,Big Sean & Post Malone,1,367,1,100
2020-10-03,2020-10-03,When You Down,Lil Tecca & Polo G & Lil Durk,1,14,1,90
2020-10-03,2020-09-19,Love You Like I Used To,Russell Dickerson,0,52,0,77
2020-10-03,2020-02-22,Blueberry Faygo,Lil Mosey,0,46,0,50
2020-10-03,2020-05-30,Martin & Gina,Polo G,0,49,0,74
2020-10-03,2020-09-19,Relacion,"Sech, Daddy Yankee & J Balvin & Rosalia & Farruko",1,4,0,76
2020-10-03,2020-06-13,One Beer,HARDY & Lauren Alaina & Devin Dawson,1,30,0,52
2020-10-03,2020-08-01,Breaking Me,Topic & A7S,1,16,0,53
2020-10-03,2020-08-29,Heather,Conan Gray,0,5,0,54
2020-10-03,2020-09-05,Hawai,Maluma & The Weeknd,1,295,1,55
2020-10-03,2020-07-18,What You Know Bout Love,Pop Smoke,0,31,1,56
2020-10-03,2020-08-08,Happy Anywhere,Blake Shelton & Gwen Stefani,1,336,0,57
2020-10-03,2020-08-29,7 Summers,Morgan Wallen,0,84,1,59
2020-10-03,2020-08-29,24,Money Man & Lil Baby,1,132,1,60
2020-10-03,2020-07-04,Pretty Heart,Parker McCollum,0,10,0,61
2020-10-03,2020-10-03,One Too Many,Keith Urban Duet & P!nk,1,136,0,62
2020-10-03,2020-08-22,My Ex's Best Friend,Machine Gun Kelly & blackbear,1,112,0,58
2020-10-03,2020-06-13,Like That,Doja Cat & Gucci Mane,1,169,1,64
2020-10-03,2020-08-01,Greece,DJ Khaled & Drake,1,551,1,65
2020-10-03,2020-09-12,Ice Cream,BLACKPINK & Selena Gomez,1,264,0,66
2020-10-03,2020-09-12,Starting Over,Chris Stapleton,0,72,0,73
2020-10-03,2020-07-11,I Called Mama,Tim McGraw,0,172,0,67
2020-10-03,2020-07-11,Girls In The Hood,Megan Thee Stallion,0,65,1,68
2020-10-03,2020-06-27,The Bigger Picture,Lil Baby,0,127,1,69
2020-10-03,2020-10-03,Without You,Luke Combs & Amanda Shires,1,168,1,70
2020-10-03,2020-08-08,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",1,36,0,71
2020-10-03,2020-08-29,Kacey Talk,YoungBoy Never Broke Again,0,86,1,72
2020-10-03,2020-09-05,You Broke Me First.,Tate McRae,0,4,0,63
2020-10-10,2020-05-02,More Than My Hometown,Morgan Wallen,0,85,0,34
2020-10-10,2019-11-16,Don't Start Now,Dua Lipa,0,128,0,33
2020-10-10,2020-07-04,Bang!,AJR,0,35,0,32
2020-10-10,2020-07-18,Mood Swings,Pop Smoke & Lil Tjay,1,80,0,27
2020-10-10,2020-07-25,Tap In,Saweetie,0,31,0,30
2020-10-10,2020-07-18,The Woo,Pop Smoke & 50 Cent & Roddy Ricch,1,44,1,29
2020-10-10,2020-08-22,My Ex's Best Friend,Machine Gun Kelly & blackbear,1,114,0,28
2020-10-10,2020-06-06,ily,Surf Mesa & Emilee,1,36,0,35
2020-10-10,2020-04-11,If The World Was Ending,JP Saxe & Julia Michaels,1,89,0,31
2020-10-10,2020-07-18,Said Sum,Moneybagg Yo,0,19,0,36
2020-10-10,2020-10-10,Epidemic,Polo G,0,50,0,47
2020-10-10,2020-07-11,Rags2Riches,Rod Wave & ATR Son Son,1,57,0,38
2020-10-10,2020-08-29,Midnight Sky,Miley Cyrus,0,90,0,39
2020-10-10,2020-07-18,What You Know Bout Love,Pop Smoke,0,32,1,40
2020-10-10,2020-01-25,Life Is Good,Future & Drake,1,638,0,41
2020-10-10,2020-08-22,Some Girls,Jameson Rodgers,0,7,0,42
2020-10-10,2020-08-15,I Should Probably Go To Bed,Dan + Shay,0,184,0,43
2020-10-10,2020-10-10,Forget Me Too,Machine Gun Kelly & Halsey,1,258,1,44
2020-10-10,2020-05-09,Cool Again,Kane Brown,0,150,0,45
2020-10-10,2020-02-08,Chasin' You,Morgan Wallen,0,85,1,46
2020-10-10,2020-07-11,Lovin' On You,Luke Combs,0,169,0,26
2020-10-10,2020-08-22,Kings & Queens,Ava Max,0,42,0,37
2020-10-10,2020-04-11,Break My Heart,Dua Lipa,0,128,1,25
2020-10-10,2020-02-22,Whats Poppin,"Jack Harlow & DaBaby, Tory Lanez & Lil Wayne",1,66,0,13
2020-10-10,2020-07-25,Be Like That,Kane Brown With Swae Lee & Khalid,1,185,0,23
2020-10-10,2020-04-25,Die From A Broken Heart,Maddie & Tae,1,116,0,48
2020-10-10,2020-10-10,Franchise,Travis Scott & Young Thug & M.I.A.,1,200,0,1
2020-10-10,2020-09-05,Dynamite,BTS,0,40,0,2
2020-10-10,2020-08-22,WAP,Cardi B & Megan Thee Stallion,1,188,0,3
2020-10-10,2020-08-29,Laugh Now Cry Later,Drake & Lil Durk,1,393,1,4
2020-10-10,2020-08-22,Mood,24kGoldn & iann dior,1,15,0,5
2020-10-10,2019-12-14,Blinding Lights,The Weeknd,0,244,0,6
2020-10-10,2020-05-02,Rockstar,DaBaby & Roddy Ricch,1,142,0,7
2020-10-10,2020-06-27,Savage Love (Laxed - Siren Beat),Jawsh 685 & Jason Derulo,1,192,0,8
2020-10-10,2019-11-30,Watermelon Sugar,Harry Styles,0,60,0,9
2020-10-10,2019-12-21,Adore You,Harry Styles,0,60,1,24
2020-10-10,2020-01-11,I Hope,Gabby Barrett & Charlie Puth,1,228,0,10
2020-10-10,2020-10-03,Holy,Justin Bieber & Chance The Rapper,1,284,0,12
2020-10-10,2020-08-29,Lemonade,Internet Money & Gunna & Don Toliver & NAV,1,12,0,14
2020-10-10,2020-07-18,For The Night,Pop Smoke & Lil Baby & DaBaby,1,44,1,15
2020-10-10,2020-05-23,Go Crazy,Chris Brown & Young Thug,1,524,0,16
2020-10-10,2019-09-14,Circles,Post Malone,0,227,0,17
2020-10-10,2020-06-13,One Of Them Girls,Lee Brice,0,152,0,18
2020-10-10,2020-06-13,Got What I Got,Jason Aldean,0,288,0,19
2020-10-10,2020-07-25,Come & Go,Juice WRLD & Marshmello,1,269,0,20
2020-10-10,2020-08-01,Popstar,DJ Khaled & Drake,1,553,1,21
2020-10-10,2020-04-04,Roses,SAINt JHN,0,27,0,22
2020-10-10,2020-02-08,Before You Go,Lewis Capaldi,0,72,0,11
2020-10-10,2020-05-16,We Paid,Lil Baby & 42 Dugg,1,156,0,49
2020-10-10,2020-10-10,Bloody Valentine,Machine Gun Kelly,0,41,1,50
2020-10-10,2020-07-25,Wishing Well,Juice WRLD,0,119,1,51
2020-10-10,2020-06-06,Dollaz On My Head,Gunna & Young Thug,1,277,1,78
2020-10-10,2020-08-29,Kacey Talk,YoungBoy Never Broke Again,0,87,0,79
2020-10-10,2020-06-27,Do It,Chloe & Halle,1,12,0,80
2020-10-10,2020-08-22,Smile,Juice WRLD & The Weeknd,1,363,1,81
2020-10-10,2020-06-13,Like That,Doja Cat & Gucci Mane,1,171,0,82
2020-10-10,2020-08-29,Caramelo,Ozuna & Karol G & Myke Towers,1,120,0,83
2020-10-10,2020-09-12,Over Now,Calvin Harris & The Weeknd,1,475,1,84
2020-10-10,2020-10-03,Blind,DaBaby & Young Thug,1,271,1,85
2020-10-10,2020-08-08,Nobody's Love,Maroon 5,0,293,0,86
2020-10-10,2020-09-26,You Got It,VEDO,0,2,0,87
2020-10-10,2020-08-08,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",1,38,0,77
2020-10-10,2020-10-10,U 2 Luv,Ne-Yo & Jeremih,1,176,0,88
2020-10-10,2020-05-23,3 Headed Goat,Lil Durk & Lil Baby & Polo G,1,28,1,90
2020-10-10,2020-10-10,Drunk Face,Machine Gun Kelly,0,41,1,91
2020-10-10,2020-03-21,B.S.,Jhene Aiko & H.E.R.,1,115,0,92
2020-10-10,2020-10-10,"Big, Big Plans",Chris Lane,0,48,0,93
2020-10-10,2020-10-10,"Ay, Dios Mio!",Karol G,0,47,1,94
2020-10-10,2020-10-10,Good Time,Niko Moon,0,0,0,95
2020-10-10,2020-10-10,Put Your Records On,Ritt Momney,0,0,0,96
2020-10-10,2020-10-10,Money Over Fallouts,Tory Lanez,0,75,0,97
2020-10-10,2020-03-07,Moral Of The Story,Ashe & Niall Horan,1,77,0,98
2020-10-10,2020-10-03,One Too Many,Keith Urban Duet & P!nk,1,138,0,99
2020-10-10,2020-10-10,Better,Zayn,0,44,0,89
2020-10-10,2020-09-19,Relacion,"Sech, Daddy Yankee & J Balvin & Rosalia & Farruko",1,6,0,76
2020-10-10,2020-08-22,La Jeepeta,Nio Garcia & Anuel AA & Myke Towers & Brray & Juanka,1,90,1,100
2020-10-10,2020-07-11,Girls In The Hood,Megan Thee Stallion,0,66,1,74
2020-10-10,2020-09-19,Hit Different,SZA & Ty Dolla $ign,1,230,0,75
2020-10-10,2020-06-13,One Beer,HARDY & Lauren Alaina & Devin Dawson,1,32,0,52
2020-10-10,2020-08-08,Cardigan,Taylor Swift,0,251,0,53
2020-10-10,2020-08-29,24,Money Man & Lil Baby,1,134,1,54
2020-10-10,2020-06-06,Rain On Me,Lady Gaga & Ariana Grande,1,402,0,55
2020-10-10,2020-08-08,Happy Anywhere,Blake Shelton & Gwen Stefani,1,338,0,56
2020-10-10,2020-09-05,Hawai,Maluma & The Weeknd,1,297,1,57
2020-10-10,2020-08-01,Breaking Me,Topic & A7S,1,18,0,59
2020-10-10,2020-08-29,Heather,Conan Gray,0,6,0,60
2020-10-10,2020-08-29,7 Summers,Morgan Wallen,0,85,1,61
2020-10-10,2020-07-11,I Called Mama,Tim McGraw,0,173,0,62
2020-10-10,2020-07-04,Pretty Heart,Parker McCollum,0,11,0,58
2020-10-10,2020-09-12,Starting Over,Chris Stapleton,0,73,0,64
2020-10-10,2020-09-19,Love You Like I Used To,Russell Dickerson,0,53,0,65
2020-10-10,2020-09-12,Ain't Always The Cowboy,Jon Pardi,0,133,0,66
2020-10-10,2020-09-26,OK Not To Be OK,Marshmello & Demi Lovato,1,322,1,73
2020-10-10,2020-08-01,Greece,DJ Khaled & Drake,1,553,1,67
2020-10-10,2020-09-12,Ice Cream,BLACKPINK & Selena Gomez,1,266,0,68
2020-10-10,2020-09-19,Everywhere But On,Matt Stell,0,23,0,69
2020-10-10,2020-10-03,Diamonds,Sam Smith,0,173,0,70
2020-10-10,2020-05-30,Martin & Gina,Polo G,0,50,1,71
2020-10-10,2020-06-27,The Bigger Picture,Lil Baby,0,128,1,72
2020-10-10,2020-09-05,You Broke Me First.,Tate McRae,0,5,0,63
2020-10-17,2020-08-01,Popstar,DJ Khaled & Drake,1,555,0,34
2020-10-17,2020-10-17,Many Men,21 Savage & Metro Boomin,1,162,0,33
2020-10-17,2020-10-17,Slidin,21 Savage & Metro Boomin,1,162,1,32
2020-10-17,2020-07-25,Be Like That,Kane Brown With Swae Lee & Khalid,1,187,0,27
2020-10-17,2020-10-17,Don't Stop,Megan Thee Stallion & Young Thug,1,261,0,30
2020-10-17,2020-04-11,Break My Heart,Dua Lipa,0,129,0,29
2020-10-17,2019-12-21,Adore You,Harry Styles,0,61,0,28
2020-10-17,2020-07-04,Bang!,AJR,0,36,0,35
2020-10-17,2020-04-04,Roses,SAINt JHN,0,28,0,31
2020-10-17,2020-07-18,Mood Swings,Pop Smoke & Lil Tjay,1,82,0,36
2020-10-17,2020-07-25,Tap In,Saweetie,0,32,0,47
2020-10-17,2020-05-02,More Than My Hometown,Morgan Wallen,0,86,0,38
2020-10-17,2019-11-16,Don't Start Now,Dua Lipa,0,129,1,39
2020-10-17,2020-07-11,Lovin' On You,Luke Combs,0,170,0,40
2020-10-17,2020-06-06,ily,Surf Mesa & Emilee,1,38,0,41
2020-10-17,2020-07-18,The Woo,Pop Smoke & 50 Cent & Roddy Ricch,1,46,1,42
2020-10-17,2020-04-11,If The World Was Ending,JP Saxe & Julia Michaels,1,91,0,43
2020-10-17,2020-07-18,What You Know Bout Love,Pop Smoke,0,33,1,44
2020-10-17,2020-08-22,Some Girls,Jameson Rodgers,0,8,0,45
2020-10-17,2020-08-22,Kings & Queens,Ava Max,0,43,0,46
2020-10-17,2020-10-17,Rich N*gga Sh*t,21 Savage & Metro Boomin & Young Thug,1,215,1,26
2020-10-17,2020-10-17,Fallin',Why Don't We,0,0,0,37
2020-10-17,2020-10-10,Franchise,Travis Scott & Young Thug & M.I.A.,1,202,0,25
2020-10-17,2020-02-08,Before You Go,Lewis Capaldi,0,73,0,13
2020-10-17,2020-06-13,Got What I Got,Jason Aldean,0,289,0,23
2020-10-17,2020-10-17,Outta Time,Bryson Tiller & Drake,1,419,1,48
2020-10-17,2020-06-27,Savage Love (Laxed - Siren Beat),Jawsh 685 & Jason Derulo,1,194,0,1
2020-10-17,2020-09-05,Dynamite,BTS,0,41,0,2
2020-10-17,2020-08-22,WAP,Cardi B & Megan Thee Stallion,1,190,1,3
2020-10-17,2020-08-22,Mood,24kGoldn & iann dior,1,17,0,4
2020-10-17,2020-08-29,Laugh Now Cry Later,Drake & Lil Durk,1,395,1,5
2020-10-17,2019-12-14,Blinding Lights,The Weeknd,0,245,0,6
2020-10-17,2020-05-02,Rockstar,DaBaby & Roddy Ricch,1,144,0,7
2020-10-17,2020-01-11,I Hope,Gabby Barrett & Charlie Puth,1,230,0,8
2020-10-17,2020-10-17,Runnin,21 Savage & Metro Boomin,1,162,1,9
2020-10-17,2020-07-25,Come & Go,Juice WRLD & Marshmello,1,271,0,24
2020-10-17,2020-10-17,Mr. Right Now,21 Savage & Metro Boomin & Drake,1,400,1,10
2020-10-17,2020-08-29,Lemonade,Internet Money & Gunna & Don Toliver & NAV,1,14,0,12
2020-10-17,2020-10-03,Holy,Justin Bieber & Chance The Rapper,1,286,0,14
2020-10-17,2020-07-18,For The Night,Pop Smoke & Lil Baby & DaBaby,1,46,1,15
2020-10-17,2020-02-22,Whats Poppin,"Jack Harlow & DaBaby, Tory Lanez & Lil Wayne",1,68,0,16
2020-10-17,2020-05-23,Go Crazy,Chris Brown & Young Thug,1,526,1,17
2020-10-17,2020-10-17,Wonder,Shawn Mendes,0,220,0,18
2020-10-17,2020-10-17,Glock In My Lap,21 Savage & Metro Boomin,1,162,1,19
2020-10-17,2020-06-13,One Of Them Girls,Lee Brice,0,153,0,20
2020-10-17,2020-10-17,Dreams,Fleetwood Mac,0,0,0,21
2020-10-17,2019-09-14,Circles,Post Malone,0,228,0,22
2020-10-17,2019-11-30,Watermelon Sugar,Harry Styles,0,61,1,11
2020-10-17,2020-07-11,Rags2Riches,Rod Wave & ATR Son Son,1,59,0,49
2020-10-17,2020-08-22,My Ex's Best Friend,Machine Gun Kelly & blackbear,1,116,0,50
2020-10-17,2020-07-18,Said Sum,Moneybagg Yo,0,20,0,51
2020-10-17,2020-08-01,Breaking Me,Topic & A7S,1,20,0,78
2020-10-17,2020-09-19,Everywhere But On,Matt Stell,0,24,0,79
2020-10-17,2020-10-03,Diamonds,Sam Smith,0,174,0,80
2020-10-17,2020-09-12,Starting Over,Chris Stapleton,0,74,0,81
2020-10-17,2020-09-26,OK Not To Be OK,Marshmello & Demi Lovato,1,324,1,82
2020-10-17,2020-10-17,Always Forever,Bryson Tiller,0,40,1,83
2020-10-17,2020-10-17,Years Go By,Bryson Tiller,0,40,1,84
2020-10-17,2020-08-08,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",1,40,0,85
2020-10-17,2020-05-30,Martin & Gina,Polo G,0,51,0,86
2020-10-17,2020-09-19,Hit Different,SZA & Ty Dolla $ign,1,232,0,87
2020-10-17,2020-08-08,Cardigan,Taylor Swift,0,252,0,77
2020-10-17,2020-08-01,Greece,DJ Khaled & Drake,1,555,1,88
2020-10-17,2020-10-10,Bloody Valentine,Machine Gun Kelly,0,42,1,90
2020-10-17,2020-10-17,Said N Done,21 Savage & Metro Boomin,1,162,1,91
2020-10-17,2020-09-19,Relacion,"Sech, Daddy Yankee & J Balvin & Rosalia & Farruko",1,8,0,92
2020-10-17,2020-10-10,Epidemic,Polo G,0,51,1,93
2020-10-17,2020-06-27,Do It,Chloe & Halle,1,14,0,94
2020-10-17,2020-07-11,Girls In The Hood,Megan Thee Stallion,0,67,1,95
2020-10-17,2020-10-10,Forget Me Too,Machine Gun Kelly & Halsey,1,260,1,96
2020-10-17,2020-03-21,B.S.,Jhene Aiko & H.E.R.,1,117,0,97
2020-10-17,2020-08-29,Kacey Talk,YoungBoy Never Broke Again,0,88,0,98
2020-10-17,2020-10-03,Blind,DaBaby & Young Thug,1,273,1,99
2020-10-17,2020-06-27,The Bigger Picture,Lil Baby,0,129,0,89
2020-10-17,2020-10-17,RIP Luv,21 Savage & Metro Boomin,1,162,1,76
2020-10-17,2020-08-29,Caramelo,Ozuna & Karol G & Myke Towers,1,123,0,100
2020-10-17,2020-10-17,Steppin On N*ggas,21 Savage & Metro Boomin,1,162,1,74
2020-10-17,2020-09-12,Ain't Always The Cowboy,Jon Pardi,0,134,0,75
2020-10-17,2020-06-13,One Beer,HARDY & Lauren Alaina & Devin Dawson,1,34,0,52
2020-10-17,2020-07-11,I Called Mama,Tim McGraw,0,174,0,53
2020-10-17,2020-08-15,I Should Probably Go To Bed,Dan + Shay,0,185,0,54
2020-10-17,2020-08-29,Midnight Sky,Miley Cyrus,0,91,0,55
2020-10-17,2020-10-17,My Dawg,21 Savage & Metro Boomin,1,162,1,56
2020-10-17,2020-10-17,Brand New Draco,21 Savage & Metro Boomin,1,162,1,57
2020-10-17,2020-10-17,Lovesick Girls,BLACKPINK,0,15,0,59
2020-10-17,2020-08-29,24,Money Man & Lil Baby,1,136,1,60
2020-10-17,2020-10-17,Snitches & Rats,21 Savage & Metro Boomin & Young Nudy,1,22,1,61
2020-10-17,2020-07-25,Wishing Well,Juice WRLD,0,120,1,62
2020-10-17,2020-08-08,Happy Anywhere,Blake Shelton & Gwen Stefani,1,340,0,58
2020-10-17,2020-09-12,Ice Cream,BLACKPINK & Selena Gomez,1,268,1,64
2020-10-17,2020-06-06,Rain On Me,Lady Gaga & Ariana Grande,1,404,0,65
2020-10-17,2020-09-05,Hawai,Maluma & The Weeknd,1,299,1,66
2020-10-17,2020-10-17,Levitating,Dua Lipa & DaBaby,1,208,1,73
2020-10-17,2020-08-29,7 Summers,Morgan Wallen,0,86,1,67
2020-10-17,2020-09-19,Love You Like I Used To,Russell Dickerson,0,54,0,68
2020-10-17,2020-08-29,Heather,Conan Gray,0,7,0,69
2020-10-17,2020-05-09,Cool Again,Kane Brown,0,151,0,70
2020-10-17,2020-10-17,No Opp Left Behind,21 Savage & Metro Boomin,1,162,1,71
2020-10-17,2020-09-05,You Broke Me First.,Tate McRae,0,6,0,72
2020-10-17,2020-07-04,Pretty Heart,Parker McCollum,0,12,0,63
2020-10-24,2020-08-22,Some Girls,Jameson Rodgers,0,9,0,34
2020-10-24,2020-07-18,Said Sum,Moneybagg Yo,0,21,0,33
2020-10-24,2020-08-22,Kings & Queens,Ava Max,0,44,0,32
2020-10-24,2020-04-11,Break My Heart,Dua Lipa,0,130,0,27
2020-10-24,2020-05-02,More Than My Hometown,Morgan Wallen,0,87,0,30
2020-10-24,2020-07-18,What You Know Bout Love,Pop Smoke,0,34,0,29
2020-10-24,2020-06-06,ily,Surf Mesa & Emilee,1,40,0,28
2020-10-24,2019-11-16,Don't Start Now,Dua Lipa,0,130,1,35
2020-10-24,2020-04-04,Roses,SAINt JHN,0,29,0,31
2020-10-24,2020-10-17,Runnin,21 Savage & Metro Boomin,1,164,0,36
